uid,variant_number,total_active_mins,active_mins_pre,active_mins_diff
9590,0,74,161,-87
9591,0,1,2,-1
9592,0,70,70,0
9593,0,409,293,116
9594,0,147,136,11
9595,0,68,70,-2
9596,0,20,252,-232
9597,0,134,121,13
9598,0,8,13,-5
9599,0,8,21,-13
9600,0,25,29,-4
9601,0,41,50,-9
9602,0,5854,102308,-96454
9603,0,2148,2344,-196
9604,0,18,42,-24
9605,0,22,11,11
9606,0,13,16,-3
9607,0,10,8,2
9608,0,184,130,54
9609,0,236,839,-603
9610,0,23,3,20
9611,0,413,1015,-602
9612,0,4,9,-5
9613,0,475,411,64
9614,0,1191,2186,-995
9615,0,69,6,63
9616,0,8,30,-22
9617,0,3379,4189,-810
9618,0,1,9,-8
9619,0,1,12,-11
9620,0,45,101,-56
9621,0,28,16,12
9622,0,725,1210,-485
9623,0,37,35,2
9624,0,226,474,-248
9625,0,54,106,-52
9626,0,82,40,42
9627,0,1454,1263,191
9628,0,909,487,422
9629,0,14,17,-3
9630,0,1910,3468,-1558
9631,0,10,30,-20
9632,0,12,16,-4
9633,0,24,22,2
9634,0,33,55,-22
9635,0,6,150,-144
9636,0,56,106,-50
9637,0,727,888,-161
9638,0,59,3,56
9639,0,38,6,32
9640,0,13,4,9
9641,0,273,142,131
9642,0,6,2,4
9643,0,220,179,41
9644,0,15,56,-41
9645,0,12,2,10
9646,0,36,3,33
9647,0,259,67,192
9648,0,236,68,168
9650,0,30,43,-13
9651,0,1,1,0
9652,0,7,1,6
9653,0,81,51,30
9654,0,20,34,-14
9655,0,7,41,-34
9656,0,44,83,-39
9657,0,16,21,-5
9658,0,156,338,-182
9659,0,8,8,0
9660,0,243,430,-187
9661,0,30,6,24
9663,0,80,38,42
9665,0,12,203,-191
9666,0,44,14,30
9667,0,54,47,7
9668,0,8,1,7
9669,0,78,41,37
9670,0,75,138,-63
9671,0,7582,2716,4866
9672,0,98,388,-290
9673,0,67,65,2
9674,0,28,25,3
9675,0,47,22,25
9677,0,471,241,230
9678,0,1713,2997,-1284
9679,0,73,25,48
9680,0,245,298,-53
9681,0,61,30,31
9682,0,1,25,-24
9683,0,4,18,-14
9684,0,121,119,2
9685,0,464,145,319
9686,0,6,7,-1
9687,0,150,230,-80
9688,0,66,318,-252
9689,0,8,22,-14
9690,0,93,406,-313
9691,0,43,46,-3
9692,0,78,179,-101
9693,0,703,1667,-964
9694,0,809,270,539
9695,0,81,208,-127
9696,0,27,168,-141
9697,0,19,8,11
9698,0,3,13,-10
9700,0,62,28,34
9701,0,47,76,-29
9702,0,61,27,34
9703,0,14,17,-3
9705,0,133,182,-49
9706,0,7,1,6
9707,0,130,271,-141
9708,0,43,13,30
9709,0,64,135,-71
9710,0,1135,875,260
9711,0,58,31,27
9712,0,30,191,-161
9713,0,279,252,27
9714,0,39,220,-181
9715,0,283,944,-661
9716,0,1000,1159,-159
9717,0,1000,715,285
9718,0,122,126,-4
9719,0,668,971,-303
9720,0,1467,2439,-972
9721,0,32,122,-90
9722,0,38,29,9
9723,0,65,77,-12
9724,0,88,84,4
9725,0,28,29,-1
9727,0,3,8,-5
9728,0,97,43,54
9729,0,6,17,-11
9730,0,165,643,-478
9731,0,96,56,40
9732,0,1,47,-46
9733,0,2,10,-8
9734,0,95,108,-13
9735,0,17,5,12
9736,0,281,388,-107
9737,0,8,6,2
9738,0,15,9,6
9739,0,105,23,82
9740,0,23,76,-53
9741,0,47,161,-114
9742,0,11,20,-9
9743,0,19,27,-8
9744,0,864,525,339
9745,0,1208,1286,-78
9746,0,85,83,2
9747,0,3,221,-218
9748,0,79,156,-77
9750,0,100,12,88
9751,0,183,250,-67
9752,0,21,113,-92
9753,0,25,25,0
9754,0,38,52,-14
9755,0,61,92,-31
9756,0,39,142,-103
9757,0,2,4,-2
9758,0,6,245,-239
9759,0,90,86,4
9760,0,116,217,-101
9761,0,5360,2347,3013
9762,0,943,1375,-432
9763,0,5,5,0
9765,0,33,18,15
9766,0,9829,7765,2064
9767,0,9,24,-15
9768,0,8,18,-10
9769,0,1,6,-5
9770,0,9,8,1
9771,0,387,718,-331
9772,0,38,61,-23
9773,0,16,6,10
9774,0,455,623,-168
9775,0,66,78,-12
9776,0,973,749,224
9777,0,484,2844,-2360
9778,0,65,80,-15
9779,0,14,1,13
9780,0,52,19,33
9781,0,1503,388,1115
9782,0,1,18,-17
9783,0,3688,2454,1234
9784,0,512,245,267
9785,0,1,11,-10
9786,0,10,15,-5
9787,0,9,198,-189
9788,0,61,39,22
9789,0,13,17,-4
9790,0,81,156,-75
9791,0,1,21,-20
9792,0,435,214,221
9793,0,12,7,5
9794,0,9,29,-20
9795,0,36,50,-14
9796,0,5633,1828,3805
9797,0,4,15,-11
9799,0,949,1692,-743
9801,0,254,188,66
9802,0,16,12,4
9803,0,52,57,-5
9804,0,164,290,-126
9805,0,92,36,56
9806,0,1262,1170,92
9807,0,3,6,-3
9808,0,52,1468,-1416
9809,0,8,10,-2
9810,0,104,18,86
9811,0,22,13,9
9812,0,32,79,-47
9813,0,36,89,-53
9814,0,48,85,-37
9815,0,56,43,13
9816,0,45,93,-48
9817,0,60,51,9
9818,0,282,664,-382
9819,0,30,125,-95
9820,0,19,70,-51
9821,0,191,244,-53
9822,0,51,76,-25
9823,0,56,23,33
9824,0,261,206,55
9825,0,87,149,-62
9826,0,2616,837,1779
9827,0,102,941,-839
9828,0,219,91,128
9830,0,4756,152,4604
9831,0,5836,46,5790
9832,0,627,757,-130
9834,0,853,2235,-1382
9835,0,2733,1199,1534
9836,0,48,80,-32
9837,0,9,22,-13
9838,0,7,58,-51
9839,0,6794,6493,301
9841,0,42,91,-49
9842,0,45,107,-62
9843,0,17,45,-28
9844,0,148,810,-662
9846,0,5,25,-20
9847,0,294,481,-187
9848,0,63,9,54
9849,0,28,3,25
9850,0,46,15,31
9851,0,117,69,48
9852,0,321,391,-70
9853,0,22,38,-16
9854,0,1538,3653,-2115
9855,0,1566,1659,-93
9856,0,348,116,232
9857,0,16,14,2
9858,0,103,366,-263
9859,0,279,143,136
9860,0,6,42,-36
9861,0,71,43,28
9862,0,1510,5284,-3774
9863,0,274,388,-114
9865,0,13,136,-123
9866,0,190,252,-62
9867,0,156,306,-150
9868,0,4,13,-9
9869,0,177,12,165
9870,0,7,26,-19
9871,0,22,35,-13
9872,0,8,10,-2
9873,0,327193,430594,-103401
9874,0,27,8,19
9875,0,22,36,-14
9876,0,16,5,11
9877,0,3,9,-6
9878,0,34,40,-6
9879,0,39,390,-351
9880,0,731,272,459
9881,0,36,14,22
9882,0,35,22,13
9883,0,29,17,12
9884,0,66,39,27
9885,0,43,78,-35
9886,0,803,379,424
9887,0,6,34,-28
9888,0,142,140,2
9889,0,5,11,-6
9890,0,571,933,-362
9891,0,16,16,0
9892,0,147,317,-170
9894,0,1,5,-4
9895,0,5,111,-106
9896,0,4,24,-20
9897,0,612,358,254
9898,0,612,215,397
9899,0,190,97,93
9900,0,283,239,44
9901,0,35,7,28
9902,0,57,42,15
9903,0,416,219,197
9904,0,20,23,-3
9905,0,32,116,-84
9906,0,187,391,-204
9907,0,6,9,-3
9908,0,13,2,11
9909,0,8,7,1
9910,0,92,125,-33
9911,0,5,15,-10
9912,0,47,44,3
9913,0,1020,3422,-2402
9914,0,14,36,-22
9915,0,66,65,1
9916,0,113,75,38
9917,0,59,77,-18
9918,0,12,2,10
9919,0,22,126,-104
9920,0,10,6,4
9921,0,7,22,-15
9922,0,41,17,24
9923,0,3,25,-22
9924,0,74,64,10
9925,0,110,139,-29
9926,0,2389,1125,1264
9927,0,84,69,15
9928,0,13,13,0
9930,0,335,408,-73
9931,0,116,150,-34
9932,0,169,169,0
9933,0,121,225,-104
9934,0,1148,385,763
9935,0,165,631,-466
9936,0,3,5,-2
9937,0,81,51,30
9938,0,7,9,-2
9939,0,277,248,29
9940,0,45,66,-21
9941,0,1,1,0
9942,0,365,260,105
9943,0,161,118,43
9944,0,54,48,6
9945,0,668,222,446
9946,0,27,59,-32
9947,0,21,43,-22
9948,0,44,32,12
9949,0,142,342,-200
9951,0,2,15,-13
9952,0,103,80,23
9953,0,139,91,48
9954,0,27,20,7
9955,0,283,573,-290
9956,0,89,36,53
9957,0,20,141,-121
9958,0,11,6,5
9959,0,156,53,103
9960,0,82,72,10
9961,0,29,29,0
9962,0,134,30,104
9964,0,1677,1067,610
9965,0,5,14,-9
9966,0,384,2428,-2044
9967,0,214,137,77
9969,0,8,109,-101
9970,0,34,55,-21
9971,0,58,87,-29
9972,0,56,20,36
9973,0,130,182,-52
9974,0,19,12,7
9975,0,29,77,-48
9976,0,410,620,-210
9978,0,12,58,-46
9979,0,33,19,14
9980,0,12,8,4
9981,0,194,162,32
9982,0,115,63,52
9983,0,51,125,-74
9984,0,113,166,-53
9985,0,4,2,2
9986,0,7,40,-33
9987,0,3,42,-39
9989,0,324,68,256
9990,0,11,30,-19
9991,0,537,556,-19
9992,0,27,21,6
9993,0,9,13,-4
9995,0,13,52,-39
9996,0,38,44,-6
9997,0,125,427,-302
9999,0,99,77,22
10000,0,59,39,20
10001,0,390,277,113
10002,0,5,41,-36
10003,0,35,17,18
10004,0,75,138,-63
10005,0,29,38,-9
10007,0,186,89,97
10008,0,65,38,27
10009,0,25,20,5
10010,0,51,22,29
10011,0,5,51,-46
10012,0,111,22,89
10013,0,5,26,-21
10014,0,1084,583,501
10015,0,37,16,21
10016,0,1142,5304,-4162
10018,0,524,842,-318
10020,0,19,19,0
10021,0,14,61,-47
10022,0,169,72,97
10023,0,40,148,-108
10024,0,162,189,-27
10025,0,34,107,-73
10026,0,13,8,5
10028,0,34,504,-470
10029,0,23,58,-35
10031,0,81,105,-24
10032,0,3297,3857,-560
10033,0,106,62,44
10034,0,23,15,8
10035,0,345,214,131
10036,0,16,7,9
10037,0,402,290,112
10038,0,183,247,-64
10039,0,13,13,0
10040,0,26,6,20
10041,0,35,149,-114
10042,0,128,123,5
10044,0,46,36,10
10045,0,19,35,-16
10046,0,13,5,8
10047,0,30,63,-33
10049,0,36,41,-5
10050,0,49,2,47
10051,0,275,214,61
10052,0,51,110,-59
10053,0,496,563,-67
10054,0,88,194,-106
10055,0,62,139,-77
10056,0,29,8,21
10057,0,75,71,4
10058,0,78,61,17
10059,0,948,2070,-1122
10060,0,485,634,-149
10061,0,15,41,-26
10062,0,22,313,-291
10063,0,49,19,30
10064,0,65,50,15
10065,0,1838,1930,-92
10066,0,41,126,-85
10067,0,9,6,3
10068,0,5,27,-22
10069,0,501,454,47
10070,0,34,54,-20
10071,0,14,185,-171
10072,0,11,33,-22
10073,0,59,132,-73
10074,0,67,117,-50
10075,0,3925,4370,-445
10076,0,287,140,147
10077,0,3,16,-13
10078,0,14,100,-86
10079,0,38,27,11
10080,0,21,18,3
10081,0,9,6,3
10082,0,4,11,-7
10083,0,107,206,-99
10084,0,17,36,-19
10085,0,65,21,44
10086,0,45,131,-86
10087,0,67,19,48
10088,0,318,334,-16
10089,0,13,44,-31
10090,0,219,372,-153
10091,0,54,17,37
10092,0,5,6,-1
10093,0,11,15,-4
10094,0,39,28,11
10095,0,18,16,2
10096,0,3,8,-5
10097,0,862,924,-62
10098,0,75,136,-61
10099,0,6799,14371,-7572
10100,0,9,39,-30
10101,0,1360,1877,-517
10102,0,853,2649,-1796
10103,0,15,8,7
10104,0,3,10,-7
10105,0,4035,5309,-1274
10106,0,36,28,8
10107,0,59,87,-28
10108,0,4,27,-23
10109,0,1375,1083,292
10110,0,10,6,4
10111,0,337,76,261
10112,0,53,704,-651
10113,0,11,35,-24
10114,0,70,95,-25
10115,0,751,560,191
10116,0,29,18,11
10117,0,2355,4346,-1991
10119,0,68,18,50
10120,0,3736,427,3309
10121,0,1564,1143,421
10122,0,13,7,6
10123,0,225,47,178
10124,0,5,13,-8
10125,0,8,25,-17
10126,0,3,6,-3
10127,0,2327,1113,1214
10128,0,17,13,4
10129,0,25,63,-38
10130,0,51,67,-16
10131,0,83,135,-52
10132,0,610,251,359
10133,0,26,3,23
10134,0,364,17,347
10135,0,22,97,-75
10136,0,36,45,-9
10137,0,172,60,112
10138,0,209,64,145
10139,0,178,108,70
10141,0,7,14,-7
10142,0,54,269,-215
10143,0,13,9,4
10144,0,54,39,15
10145,0,8,13,-5
10146,0,20,30,-10
10147,0,8,14,-6
10148,0,12,77,-65
10149,0,1532,599,933
10150,0,46,41,5
10151,0,1,2,-1
10152,0,2739,2052,687
10153,0,38,23,15
10154,0,228,3,225
10155,0,14,3,11
10156,0,65,177,-112
10157,0,60,37,23
10159,0,4842,142,4700
10160,0,248,467,-219
10161,0,141,19,122
10162,0,57,194,-137
10164,0,5,5,0
10165,0,53,75,-22
10166,0,11,1161,-1150
10168,0,10,67,-57
10169,0,2,4,-2
10170,0,2244,3289,-1045
10171,0,6,7,-1
10172,0,72,176,-104
10173,0,1390,350,1040
10174,0,44,74,-30
10175,0,14,22,-8
10176,0,22,55,-33
10177,0,17,54,-37
10178,0,4,54,-50
10179,0,68,79,-11
10180,0,74,106,-32
10181,0,48,309,-261
10182,0,9,221,-212
10183,0,607,15,592
10184,0,144,210,-66
10185,0,585,680,-95
10186,0,223,136,87
10187,0,21,52,-31
10188,0,1814,1496,318
10189,0,1074,1917,-843
10190,0,21,21,0
10191,0,1098,1215,-117
10192,0,53,26,27
10193,0,81,53,28
10194,0,230,258,-28
10195,0,11,14,-3
10196,0,17,11,6
10197,0,59,239,-180
10198,0,50,47,3
10199,0,2653,2888,-235
10200,0,6,40,-34
10201,0,81,27,54
10202,0,8,40,-32
10203,0,7,10,-3
10204,0,128,445,-317
10205,0,62,12,50
10206,0,38,43,-5
10207,0,291,513,-222
10208,0,51,24,27
10209,0,44,25,19
10210,0,3,2,1
10211,0,14,13,1
10212,0,40,44,-4
10213,0,2101,2971,-870
10214,0,48,134,-86
10215,0,6,15,-9
10216,0,5,7,-2
10217,0,67,123,-56
10218,0,295,609,-314
10219,0,25,75,-50
10221,0,26,182,-156
10222,0,18,1,17
10223,0,9,681,-672
10224,0,62,62,0
10225,0,53,8,45
10226,0,46,59,-13
10227,0,4,5,-1
10228,0,29,14,15
10229,0,199,468,-269
10230,0,28,62,-34
10231,0,62,30,32
10232,0,150,80,70
10233,0,23,26,-3
10234,0,30,37,-7
10235,0,793,415,378
10236,0,9,7,2
10239,0,59,76,-17
10240,0,129,45,84
10241,0,7,1,6
10242,0,11,16,-5
10243,0,2,2,0
10244,0,244,315,-71
10245,0,20,14,6
10246,0,190,110,80
10247,0,51,61,-10
10248,0,52,76,-24
10249,0,1,8,-7
10250,0,128,140,-12
10251,0,8,5,3
10252,0,180,231,-51
10253,0,64,143,-79
10254,0,38,33,5
10255,0,19,13,6
10256,0,2,14,-12
10257,0,18,25,-7
10258,0,23,35,-12
10259,0,174,231,-57
10260,0,3,20,-17
10261,0,72,30,42
10262,0,10,2,8
10264,0,4,5,-1
10265,0,5,6,-1
10266,0,43,25,18
10267,0,45,28,17
10268,0,94,60,34
10269,0,14,15,-1
10270,0,88,168,-80
10271,0,34,38,-4
10272,0,1,13,-12
10273,0,745,775,-30
10274,0,8,47,-39
10275,0,449,366,83
10276,0,933,450,483
10277,0,33,41,-8
10278,0,91,77,14
10279,0,253,242,11
10280,0,2,11,-9
10281,0,51,13,38
10282,0,27,15,12
10283,0,283,207,76
10284,0,80,120,-40
10285,0,33,77,-44
10286,0,21,39,-18
10287,0,22,48,-26
10288,0,27,71,-44
10289,0,202,123,79
10290,0,19,23,-4
10291,0,201,39,162
10292,0,1156,1531,-375
10293,0,3535,6455,-2920
10294,0,30,34,-4
10295,0,8,2,6
10296,0,447,252,195
10297,0,21,100,-79
10298,0,960,1472,-512
10300,0,126,65,61
10301,0,12,6,6
10302,0,23,52,-29
10303,0,1127,721,406
10304,0,2,11,-9
10305,0,1833,3237,-1404
10306,0,30,25,5
10309,0,3,0,3
10310,0,113,56,57
10311,0,287,215,72
10312,0,51,107,-56
10314,0,16,19,-3
10315,0,27,2,25
10316,0,256,797,-541
10317,0,1435,767,668
10318,0,156,345,-189
10319,0,23,23,0
10320,0,9786,318769,-308983
10321,0,133,132,1
10322,0,18,10,8
10323,0,43,46,-3
10324,0,16,25,-9
10325,0,22,21,1
10326,0,6136,1033,5103
10327,0,718,396,322
10329,0,44,107,-63
10330,0,44,71,-27
10331,0,4,10,-6
10332,0,145,147,-2
10333,0,436,667,-231
10334,0,11,7,4
10335,0,5,175,-170
10336,0,9,6,3
10337,0,36,20,16
10338,0,48,99,-51
10339,0,457,530,-73
10340,0,60,18,42
10341,0,23,23,0
10342,0,50,27,23
10343,0,16,41,-25
10344,0,217,329,-112
10345,0,28,78,-50
10346,0,60,219,-159
10347,0,30,54,-24
10348,0,40,25,15
10349,0,117,808,-691
10350,0,25,10,15
10351,0,5,11,-6
10352,0,8,122,-114
10353,0,12,21,-9
10354,0,56,71,-15
10355,0,205,1,204
10357,0,272,113,159
10358,0,32,31,1
10359,0,1,8,-7
10360,0,110,310,-200
10361,0,14,14,0
10362,0,22,21,1
10363,0,21,31,-10
10364,0,381,779,-398
10365,0,19,31,-12
10366,0,12,21,-9
10367,0,161,135,26
10368,0,140,18,122
10370,0,1,4,-3
10371,0,319,258,61
10372,0,38,27,11
10373,0,34,81,-47
10375,0,170,211,-41
10376,0,33,23,10
10377,0,2260,311,1949
10378,0,42,145,-103
10379,0,52,19,33
10380,0,50,67,-17
10381,0,7,24,-17
10382,0,114,182,-68
10383,0,138,132,6
10384,0,3,3,0
10385,0,213,192,21
10386,0,236,688,-452
10387,0,24,71,-47
10388,0,338,37,301
10389,0,31,309,-278
10390,0,35,50,-15
10391,0,25,71,-46
10392,0,1,4,-3
10393,0,12,31,-19
10394,0,48,57,-9
10395,0,1495,861,634
10396,0,47,14,33
10397,0,82,87,-5
10398,0,1404,1343,61
10399,0,248,235,13
10400,0,77,15,62
10402,0,105,188,-83
10403,0,245,340,-95
10404,0,103,15,88
10405,0,73,26,47
10406,0,401,333,68
10407,0,115,124,-9
10408,0,1,12,-11
10409,0,99,57,42
10410,0,3,10,-7
10411,0,10,5,5
10412,0,24,32,-8
10413,0,6,1,5
10414,0,1,1,0
10415,0,17,20,-3
10416,0,929,559,370
10417,0,18,4,14
10418,0,14,49,-35
10419,0,117,40,77
10420,0,96,84,12
10421,0,11,17,-6
10422,0,17,78,-61
10423,0,21,15,6
10424,0,314,89,225
10425,0,13,21,-8
10426,0,27,57,-30
10427,0,707,841,-134
10429,0,76,96,-20
10430,0,977,1609,-632
10431,0,35,36,-1
10432,0,295,107,188
10433,0,40,64,-24
10434,0,79,24,55
10435,0,68,7,61
10437,0,62,25,37
10438,0,88,32,56
10439,0,2,5,-3
10440,0,40,65,-25
10441,0,32,33,-1
10442,0,98,44,54
10443,0,4,26,-22
10444,0,49,82,-33
10445,0,181,133,48
10446,0,15,79,-64
10447,0,190,54,136
10448,0,6,14,-8
10450,0,618,1801,-1183
10451,0,47,312,-265
10453,0,7175,9739,-2564
10454,0,12,22,-10
10455,0,61,20,41
10456,0,22,23,-1
10457,0,94,59,35
10458,0,57,6,51
10459,0,103,304,-201
10460,0,52,36,16
10461,0,223,171,52
10463,0,40,44,-4
10464,0,10,25,-15
10465,0,45,11,34
10466,0,98,64,34
10467,0,655,1373,-718
10468,0,105,77,28
10469,0,30,44,-14
10470,0,185,129,56
10472,0,126,145,-19
10473,0,92,285,-193
10474,0,24,81,-57
10475,0,47,60,-13
10476,0,10138,4936,5202
10478,0,31,41,-10
10479,0,1044,142,902
10480,0,41,97,-56
10481,0,7,11,-4
10482,0,302,198,104
10484,0,272,335,-63
10485,0,120,143,-23
10486,0,115,341,-226
10487,0,44,17,27
10488,0,43,20,23
10489,0,30,19,11
10491,0,8,49,-41
10492,0,10,7,3
10493,0,91,108,-17
10494,0,2,4,-2
10499,0,17,52,-35
10500,0,81,31,50
10501,0,248,66,182
10502,0,64,102,-38
10503,0,123,107,16
10504,0,137,316,-179
10505,0,241,387,-146
10506,0,18,9,9
10507,0,412,374,38
10508,0,44,2,42
10509,0,646,240,406
10510,0,2,9,-7
10511,0,287,178,109
10512,0,119,21,98
10513,0,13,55,-42
10514,0,806,827,-21
10515,0,3,11,-8
10516,0,147,730,-583
10517,0,2288,3746,-1458
10518,0,123,52,71
10519,0,25,46,-21
10520,0,1,0,1
10521,0,144,302,-158
10522,0,5,21,-16
10524,0,7,18,-11
10525,0,994,1117,-123
10526,0,228,1284,-1056
10527,0,2,14,-12
10528,0,11,8,3
10529,0,219,423,-204
10530,0,34,25,9
10531,0,32,30,2
10532,0,510,799,-289
10533,0,97,80,17
10534,0,49,29,20
10535,0,4,9,-5
10536,0,205,171,34
10537,0,66,115,-49
10538,0,15,15,0
10539,0,61,54,7
10540,0,2,15,-13
10541,0,13,2,11
10542,0,1,6,-5
10543,0,7,14,-7
10544,0,41,21,20
10545,0,229,90,139
10546,0,19,152,-133
10548,0,224,208,16
10549,0,37,14,23
10550,0,37,228,-191
10551,0,8,83,-75
10552,0,30,87,-57
10553,0,48,17,31
10554,0,72,19,53
10555,0,145,345,-200
10556,0,6,5,1
10557,0,49,58,-9
10558,0,190,61,129
10559,0,134,238,-104
10560,0,87,9,78
10561,0,17,53,-36
10562,0,184,200,-16
10563,0,9517,10726,-1209
10564,0,277,417,-140
10565,0,188,390,-202
10566,0,46,58,-12
10567,0,76,93,-17
10568,0,121,102,19
10570,0,36,136,-100
10571,0,45,116,-71
10572,0,4114,7027,-2913
10573,0,122,149,-27
10574,0,1027,441,586
10575,0,59,334,-275
10576,0,28,90,-62
10577,0,48,166,-118
10578,0,2342,6826,-4484
10579,0,41,14,27
10580,0,162,173,-11
10581,0,31,74,-43
10582,0,50,36,14
10583,0,2555,5171,-2616
10585,0,11,21,-10
10586,0,13,5,8
10587,0,53,175,-122
10588,0,1086,817,269
10589,0,205,161,44
10590,0,111,70,41
10591,0,28,36,-8
10592,0,1082,966,116
10593,0,75,61,14
10594,0,29,39,-10
10595,0,30,35,-5
10596,0,55,11,44
10597,0,2,18,-16
10598,0,2,18,-16
10599,0,182,257,-75
10600,0,390,2375,-1985
10601,0,23,22,1
10602,0,26,20,6
10603,0,132,173,-41
10604,0,116,104,12
10605,0,242,233,9
10606,0,12,33,-21
10607,0,154,49,105
10608,0,32,131,-99
10609,0,4,16,-12
10610,0,24,29,-5
10611,0,129,352,-223
10612,0,28,65,-37
10613,0,32,60,-28
10614,0,25,54,-29
10615,0,9,27,-18
10616,0,3,3,0
10617,0,54,122,-68
10618,0,32,62,-30
10619,0,85,54,31
10620,0,68,88,-20
10621,0,3025,1563,1462
10622,0,193,156,37
10623,0,176,237,-61
10624,0,173,136,37
10625,0,1,59,-58
10626,0,5,7,-2
10627,0,319,339,-20
10628,0,134,70,64
10629,0,37,157,-120
10630,0,11,19,-8
10631,0,35,44,-9
10632,0,201,79,122
10633,0,35,80,-45
10634,0,26,17,9
10635,0,68,14,54
10636,0,258,599,-341
10637,0,262,587,-325
10638,0,18,14,4
10639,0,27,66,-39
10640,0,15,15,0
10641,0,25,170,-145
10642,0,24,98,-74
10643,0,4,12,-8
10644,0,35,26,9
10645,0,362,20,342
10646,0,13,25,-12
10647,0,34,59,-25
10648,0,893,1291,-398
10649,0,329,22,307
10650,0,34,55,-21
10651,0,255,1060,-805
10652,0,1,21,-20
10653,0,1223,1303,-80
10654,0,544,695,-151
10655,0,28,17,11
10656,0,52,176,-124
10658,0,401,466,-65
10659,0,18,23,-5
10660,0,1058,35,1023
10661,0,42,78,-36
10662,0,363,632,-269
10663,0,9,13,-4
10664,0,17,16,1
10665,0,33,89,-56
10666,0,3436,5407,-1971
10667,0,540,760,-220
10668,0,270,428,-158
10669,0,89,119,-30
10670,0,40,30,10
10671,0,118,840,-722
10672,0,23,37,-14
10673,0,211,113,98
10674,0,82,212,-130
10675,0,10,4,6
10676,0,20,37,-17
10677,0,55,94,-39
10678,0,4,19,-15
10679,0,20,29,-9
10680,0,404,482,-78
10681,0,2301,941,1360
10682,0,719,3237,-2518
10683,0,27,21,6
10684,0,1,19,-18
10685,0,2118,2478,-360
10686,0,12,50,-38
10687,0,9,37,-28
10688,0,519,381,138
10689,0,49,15,34
10690,0,902,48,854
10691,0,263,518,-255
10692,0,310,149,161
10693,0,10,19,-9
10694,0,31,26,5
10695,0,83,1777,-1694
10696,0,403,123,280
10697,0,10,33,-23
10698,0,101,47,54
10699,0,2,11,-9
10700,0,2314,4107,-1793
10702,0,58,64,-6
10703,0,22,113,-91
10704,0,88,147,-59
10705,0,7,62,-55
10706,0,311,323,-12
10707,0,2503,2090,413
10708,0,14,42,-28
10709,0,26,103,-77
10710,0,53,76,-23
10711,0,38,77,-39
10712,0,10,5,5
10713,0,257,448,-191
10714,0,88,114,-26
10715,0,22,15,7
10716,0,2,1,1
10717,0,495,283,212
10718,0,1,5,-4
10719,0,129,443,-314
10720,0,39,136,-97
10721,0,34,13,21
10722,0,21,11,10
10723,0,200,406,-206
10724,0,118,165,-47
10725,0,1,45,-44
10726,0,3667,4860,-1193
10727,0,1098,419,679
10728,0,22,51,-29
10729,0,13,23,-10
10730,0,62,469,-407
10731,0,83,21,62
10732,0,1445,675,770
10733,0,42,32,10
10734,0,7,33,-26
10735,0,751,303,448
10736,0,46,52,-6
10737,0,407,334,73
10738,0,6,27,-21
10739,0,47,170,-123
10740,0,35,38,-3
10741,0,40,75,-35
10742,0,34,14,20
10743,0,10,25,-15
10744,0,2,5,-3
10745,0,4,9,-5
10746,0,36,240,-204
10747,0,22,32,-10
10748,0,54,50,4
10749,0,3,18,-15
10750,0,1539,1505,34
10751,0,125,104,21
10752,0,26,7,19
10753,0,191,92,99
10754,0,73,35,38
10755,0,100,75,25
10756,0,27,3,24
10758,0,114,82,32
10759,0,46,22,24
10760,0,610,734,-124
10761,0,4,40,-36
10762,0,2,1,1
10763,0,22,65,-43
10764,0,14,28,-14
10765,0,93,107,-14
10767,0,2875,1031,1844
10768,0,27,11,16
10769,0,1626,133,1493
10770,0,3,7,-4
10771,0,359,410,-51
10772,0,3,20,-17
10773,0,10,18,-8
10774,0,26,23,3
10775,0,233,118,115
10776,0,264,139,125
10777,0,1319,251,1068
10778,0,78,99,-21
10779,0,5692,6288,-596
10780,0,154,100,54
10781,0,421,926,-505
10782,0,179,13,166
10783,0,18,44,-26
10784,0,34,35,-1
10785,0,58,120,-62
10786,0,99,222,-123
10787,0,30,10,20
10788,0,44,58,-14
10789,0,47,38,9
10790,0,1367,988,379
10791,0,8,17,-9
10792,0,117,19,98
10793,0,2359,572,1787
10794,0,29,149,-120
10795,0,78,37,41
10796,0,284,300,-16
10797,0,93,104,-11
10798,0,61,175,-114
10799,0,43,37,6
10800,0,8,10,-2
10801,0,8,14,-6
10802,0,25,46,-21
10803,0,1193,2076,-883
10804,0,118,26,92
10805,0,3,18,-15
10806,0,42,197,-155
10807,0,319,177,142
10809,0,3,7,-4
10810,0,92,114,-22
10811,0,2,16,-14
10812,0,274,898,-624
10813,0,6,29,-23
10814,0,16,4,12
10815,0,24,40,-16
10816,0,76,167,-91
10817,0,49,26,23
10818,0,73,47,26
10819,0,84,169,-85
10820,0,21,15,6
10821,0,34,9,25
10822,0,4,4,0
10823,0,434,778,-344
10824,0,49,79,-30
10825,0,15,9,6
10826,0,45,176,-131
10827,0,278,313,-35
10829,0,5,18,-13
10830,0,43,114,-71
10831,0,19,45,-26
10832,0,35,12,23
10833,0,134,101,33
10834,0,13,39,-26
10835,0,57,259,-202
10836,0,2413,3615,-1202
10837,0,30,94,-64
10838,0,31,8,23
10839,0,24,34,-10
10840,0,450,373,77
10841,0,747,993,-246
10842,0,1427,1320,107
10843,0,164,177,-13
10844,0,55,93,-38
10845,0,6,2,4
10846,0,72,371,-299
