uid,variant_number,total_active_mins,active_mins_pre,active_mins_diff
10056,0,29,8,21
10057,0,75,71,4
10058,0,78,61,17
10061,0,15,41,-26
10063,0,49,19,30
10064,0,65,50,15
10067,0,9,6,3
10068,0,5,27,-22
10069,0,501,454,47
10070,0,34,54,-20
10072,0,11,33,-22
10074,0,67,117,-50
10077,0,3,16,-13
10079,0,38,27,11
10080,0,21,18,3
10081,0,9,6,3
10082,0,4,11,-7
10084,0,17,36,-19
10085,0,65,21,44
10087,0,67,19,48
10088,0,318,334,-16
10089,0,13,44,-31
10091,0,54,17,37
10092,0,5,6,-1
10093,0,11,15,-4
10094,0,39,28,11
10095,0,18,16,2
10096,0,3,8,-5
10098,0,75,136,-61
10100,0,9,39,-30
10103,0,15,8,7
10104,0,3,10,-7
10106,0,36,28,8
10107,0,59,87,-28
10108,0,4,27,-23
10110,0,10,6,4
10113,0,11,35,-24
10114,0,70,95,-25
10116,0,29,18,11
10119,0,68,18,50
10122,0,13,7,6
10124,0,5,13,-8
10125,0,8,25,-17
10126,0,3,6,-3
10128,0,17,13,4
10129,0,25,63,-38
10130,0,51,67,-16
10131,0,83,135,-52
10133,0,26,3,23
10136,0,36,45,-9
10141,0,7,14,-7
10143,0,13,9,4
10144,0,54,39,15
10145,0,8,13,-5
10146,0,20,30,-10
10147,0,8,14,-6
10150,0,46,41,5
10151,0,1,2,-1
10153,0,38,23,15
10155,0,14,3,11
10157,0,60,37,23
10164,0,5,5,0
10165,0,53,75,-22
10168,0,10,67,-57
10169,0,2,4,-2
10171,0,6,7,-1
10174,0,44,74,-30
10175,0,14,22,-8
10176,0,22,55,-33
10177,0,17,54,-37
10178,0,4,54,-50
10179,0,68,79,-11
10180,0,74,106,-32
10187,0,21,52,-31
10190,0,21,21,0
10192,0,53,26,27
10193,0,81,53,28
10194,0,230,258,-28
10195,0,11,14,-3
10196,0,17,11,6
10198,0,50,47,3
10200,0,6,40,-34
10201,0,81,27,54
10202,0,8,40,-32
10203,0,7,10,-3
10205,0,62,12,50
10206,0,38,43,-5
10208,0,51,24,27
10209,0,44,25,19
10210,0,3,2,1
10211,0,14,13,1
10212,0,40,44,-4
10215,0,6,15,-9
10216,0,5,7,-2
10217,0,67,123,-56
10219,0,25,75,-50
10222,0,18,1,17
10224,0,62,62,0
10225,0,53,8,45
10226,0,46,59,-13
10227,0,4,5,-1
10228,0,29,14,15
10230,0,28,62,-34
10231,0,62,30,32
10233,0,23,26,-3
10234,0,30,37,-7
10236,0,9,7,2
10239,0,59,76,-17
10241,0,7,1,6
10242,0,11,16,-5
10243,0,2,2,0
10245,0,20,14,6
10247,0,51,61,-10
10248,0,52,76,-24
10249,0,1,8,-7
10250,0,128,140,-12
10251,0,8,5,3
10252,0,180,231,-51
10254,0,38,33,5
10255,0,19,13,6
10256,0,2,14,-12
10257,0,18,25,-7
10258,0,23,35,-12
10259,0,174,231,-57
10260,0,3,20,-17
10261,0,72,30,42
10262,0,10,2,8
10264,0,4,5,-1
10265,0,5,6,-1
10266,0,43,25,18
10267,0,45,28,17
10268,0,94,60,34
10269,0,14,15,-1
10271,0,34,38,-4
10272,0,1,13,-12
10273,0,745,775,-30
10274,0,8,47,-39
10277,0,33,41,-8
10278,0,91,77,14
10279,0,253,242,11
10280,0,2,11,-9
10281,0,51,13,38
10282,0,27,15,12
10284,0,80,120,-40
10285,0,33,77,-44
10286,0,21,39,-18
10287,0,22,48,-26
10288,0,27,71,-44
10290,0,19,23,-4
10294,0,30,34,-4
10295,0,8,2,6
10301,0,12,6,6
10302,0,23,52,-29
10304,0,2,11,-9
10306,0,30,25,5
10309,0,3,0,3
10312,0,51,107,-56
10314,0,16,19,-3
10315,0,27,2,25
10319,0,23,23,0
10321,0,133,132,1
10322,0,18,10,8
10323,0,43,46,-3
10324,0,16,25,-9
10325,0,22,21,1
10330,0,44,71,-27
10331,0,4,10,-6
10332,0,145,147,-2
10334,0,11,7,4
10336,0,9,6,3
10337,0,36,20,16
10338,0,48,99,-51
10340,0,60,18,42
10341,0,23,23,0
10342,0,50,27,23
10343,0,16,41,-25
10345,0,28,78,-50
10347,0,30,54,-24
10348,0,40,25,15
10350,0,25,10,15
10351,0,5,11,-6
10353,0,12,21,-9
10354,0,56,71,-15
10358,0,32,31,1
10359,0,1,8,-7
10361,0,14,14,0
10362,0,22,21,1
10363,0,21,31,-10
10365,0,19,31,-12
10366,0,12,21,-9
10367,0,161,135,26
10370,0,1,4,-3
10372,0,38,27,11
10373,0,34,81,-47
10375,0,170,211,-41
10376,0,33,23,10
10379,0,52,19,33
10380,0,50,67,-17
10381,0,7,24,-17
10383,0,138,132,6
10384,0,3,3,0
10385,0,213,192,21
10387,0,24,71,-47
10390,0,35,50,-15
10391,0,25,71,-46
10392,0,1,4,-3
10393,0,12,31,-19
10394,0,48,57,-9
10396,0,47,14,33
10397,0,82,87,-5
10399,0,248,235,13
10405,0,73,26,47
10407,0,115,124,-9
10408,0,1,12,-11
10409,0,99,57,42
10410,0,3,10,-7
10411,0,10,5,5
10412,0,24,32,-8
10413,0,6,1,5
10414,0,1,1,0
10415,0,17,20,-3
10417,0,18,4,14
10418,0,14,49,-35
10420,0,96,84,12
10421,0,11,17,-6
10422,0,17,78,-61
10423,0,21,15,6
10425,0,13,21,-8
10426,0,27,57,-30
10429,0,76,96,-20
10431,0,35,36,-1
10433,0,40,64,-24
10437,0,62,25,37
10439,0,2,5,-3
10440,0,40,65,-25
10441,0,32,33,-1
10442,0,98,44,54
10443,0,4,26,-22
10444,0,49,82,-33
10445,0,181,133,48
10448,0,6,14,-8
10454,0,12,22,-10
10455,0,61,20,41
10456,0,22,23,-1
10457,0,94,59,35
10458,0,57,6,51
10460,0,52,36,16
10461,0,223,171,52
10463,0,40,44,-4
10464,0,10,25,-15
10465,0,45,11,34
10466,0,98,64,34
10468,0,105,77,28
10469,0,30,44,-14
10472,0,126,145,-19
10474,0,24,81,-57
10475,0,47,60,-13
10478,0,31,41,-10
10480,0,41,97,-56
10481,0,7,11,-4
10485,0,120,143,-23
10487,0,44,17,27
10488,0,43,20,23
10489,0,30,19,11
10491,0,8,49,-41
10492,0,10,7,3
10493,0,91,108,-17
10494,0,2,4,-2
10499,0,17,52,-35
10500,0,81,31,50
10502,0,64,102,-38
10503,0,123,107,16
10506,0,18,9,9
10507,0,412,374,38
10508,0,44,2,42
10510,0,2,9,-7
10513,0,13,55,-42
10514,0,806,827,-21
10515,0,3,11,-8
10519,0,25,46,-21
10520,0,1,0,1
10522,0,5,21,-16
10524,0,7,18,-11
10527,0,2,14,-12
10528,0,11,8,3
10530,0,34,25,9
10531,0,32,30,2
10533,0,97,80,17
10534,0,49,29,20
10535,0,4,9,-5
10536,0,205,171,34
10537,0,66,115,-49
10538,0,15,15,0
10539,0,61,54,7
10540,0,2,15,-13
10541,0,13,2,11
10542,0,1,6,-5
10543,0,7,14,-7
10544,0,41,21,20
10548,0,224,208,16
10549,0,37,14,23
10552,0,30,87,-57
10553,0,48,17,31
10554,0,72,19,53
10556,0,6,5,1
10557,0,49,58,-9
10561,0,17,53,-36
10562,0,184,200,-16
10566,0,46,58,-12
10567,0,76,93,-17
10568,0,121,102,19
10573,0,122,149,-27
10579,0,41,14,27
10580,0,162,173,-11
10581,0,31,74,-43
10582,0,50,36,14
10585,0,11,21,-10
10586,0,13,5,8
10589,0,205,161,44
10590,0,111,70,41
10591,0,28,36,-8
10593,0,75,61,14
10594,0,29,39,-10
10595,0,30,35,-5
10596,0,55,11,44
10597,0,2,18,-16
10598,0,2,18,-16
10601,0,23,22,1
10602,0,26,20,6
10603,0,132,173,-41
10604,0,116,104,12
10605,0,242,233,9
10606,0,12,33,-21
10609,0,4,16,-12
10610,0,24,29,-5
10612,0,28,65,-37
10613,0,32,60,-28
10614,0,25,54,-29
10615,0,9,27,-18
10616,0,3,3,0
10618,0,32,62,-30
10619,0,85,54,31
10620,0,68,88,-20
10622,0,193,156,37
10623,0,176,237,-61
10624,0,173,136,37
10625,0,1,59,-58
10626,0,5,7,-2
10627,0,319,339,-20
10630,0,11,19,-8
10631,0,35,44,-9
10633,0,35,80,-45
10634,0,26,17,9
10635,0,68,14,54
10638,0,18,14,4
10639,0,27,66,-39
10640,0,15,15,0
10643,0,4,12,-8
10644,0,35,26,9
10646,0,13,25,-12
10647,0,34,59,-25
10650,0,34,55,-21
10652,0,1,21,-20
10655,0,28,17,11
10659,0,18,23,-5
10661,0,42,78,-36
10663,0,9,13,-4
10664,0,17,16,1
10665,0,33,89,-56
10669,0,89,119,-30
10670,0,40,30,10
10672,0,23,37,-14
10675,0,10,4,6
10676,0,20,37,-17
10677,0,55,94,-39
10678,0,4,19,-15
10679,0,20,29,-9
10683,0,27,21,6
10684,0,1,19,-18
10686,0,12,50,-38
10687,0,9,37,-28
10689,0,49,15,34
10693,0,10,19,-9
10694,0,31,26,5
10697,0,10,33,-23
10698,0,101,47,54
10699,0,2,11,-9
10702,0,58,64,-6
10704,0,88,147,-59
10705,0,7,62,-55
10706,0,311,323,-12
10708,0,14,42,-28
10710,0,53,76,-23
10711,0,38,77,-39
10712,0,10,5,5
10714,0,88,114,-26
10715,0,22,15,7
10716,0,2,1,1
10718,0,1,5,-4
10721,0,34,13,21
10722,0,21,11,10
10724,0,118,165,-47
10725,0,1,45,-44
10728,0,22,51,-29
10729,0,13,23,-10
10733,0,42,32,10
10734,0,7,33,-26
10736,0,46,52,-6
10738,0,6,27,-21
10740,0,35,38,-3
10741,0,40,75,-35
10742,0,34,14,20
10743,0,10,25,-15
10744,0,2,5,-3
10745,0,4,9,-5
10747,0,22,32,-10
10748,0,54,50,4
10749,0,3,18,-15
10750,0,1539,1505,34
10751,0,125,104,21
10752,0,26,7,19
10754,0,73,35,38
10755,0,100,75,25
10756,0,27,3,24
10758,0,114,82,32
10759,0,46,22,24
10761,0,4,40,-36
10762,0,2,1,1
10763,0,22,65,-43
10764,0,14,28,-14
10765,0,93,107,-14
10768,0,27,11,16
10770,0,3,7,-4
10771,0,359,410,-51
10772,0,3,20,-17
10773,0,10,18,-8
10774,0,26,23,3
10778,0,78,99,-21
10780,0,154,100,54
10783,0,18,44,-26
10784,0,34,35,-1
10787,0,30,10,20
10788,0,44,58,-14
10789,0,47,38,9
10791,0,8,17,-9
10795,0,78,37,41
10796,0,284,300,-16
10797,0,93,104,-11
10799,0,43,37,6
10800,0,8,10,-2
10801,0,8,14,-6
10802,0,25,46,-21
10805,0,3,18,-15
10809,0,3,7,-4
10810,0,92,114,-22
10811,0,2,16,-14
10813,0,6,29,-23
10814,0,16,4,12
10815,0,24,40,-16
10817,0,49,26,23
10818,0,73,47,26
10820,0,21,15,6
10821,0,34,9,25
10822,0,4,4,0
10824,0,49,79,-30
10825,0,15,9,6
10827,0,278,313,-35
10829,0,5,18,-13
10831,0,19,45,-26
10832,0,35,12,23
10833,0,134,101,33
10834,0,13,39,-26
10838,0,31,8,23
10839,0,24,34,-10
10843,0,164,177,-13
10844,0,55,93,-38
10845,0,6,2,4
10850,0,24,24,0
10851,0,712,728,-16
10856,0,10,39,-29
10857,0,218,174,44
10858,0,30,39,-9
10860,0,7,5,2
10861,0,8,8,0
10862,0,2,5,-3
10864,0,12,37,-25
10865,0,33,80,-47
10866,0,13,1,12
10867,0,21,31,-10
10872,0,47,31,16
10874,0,30,1,29
10875,0,61,86,-25
10878,0,208,179,29
10879,0,6,17,-11
10881,0,220,177,43
10883,0,69,94,-25
10884,0,62,31,31
10887,0,18,18,0
10888,0,9,30,-21
10889,0,114,126,-12
10890,0,42,19,23
10891,0,63,28,35
10892,0,28,8,20
10896,0,12,14,-2
10898,0,34,17,17
10899,0,46,55,-9
10900,0,102,163,-61
10903,0,3,4,-1
10905,0,5,45,-40
10906,0,70,68,2
10907,0,5,60,-55
10909,0,5,32,-27
10910,0,37,28,9
10913,0,6,1,5
10915,0,27,4,23
10919,0,54,78,-24
10920,0,34,32,2
10922,0,8,10,-2
10923,0,241,239,2
10924,0,41,20,21
10925,0,31,59,-28
10926,0,4473,4494,-21
10929,0,136,164,-28
10930,0,13,3,10
10931,0,119,150,-31
10933,0,5,27,-22
10934,0,17,29,-12
10935,0,4,7,-3
10936,0,39,93,-54
10939,0,33,28,5
10940,0,1,1,0
10941,0,35,39,-4
10943,0,56,49,7
10945,0,12,39,-27
10949,0,81,64,17
10950,0,22,22,0
10952,0,20,20,0
10953,0,306,256,50
10955,0,7,68,-61
10957,0,70,36,34
10962,0,4,3,1
10963,0,25,29,-4
10964,0,16,13,3
10966,0,55,110,-55
10967,0,28,62,-34
10969,0,1,4,-3
10971,0,21,1,20
10975,0,36,42,-6
10976,0,276,292,-16
10977,0,3,7,-4
10979,0,4,31,-27
10980,0,6,5,1
10981,0,48,19,29
10984,0,2,3,-1
10985,0,28,11,17
10986,0,20,41,-21
10987,0,67,89,-22
10991,0,133,122,11
10995,0,75,87,-12
10996,0,9,43,-34
10998,0,3,11,-8
10999,0,5,15,-10
11002,0,42,31,11
11003,0,67,47,20
11004,0,2,9,-7
11005,0,25,14,11
11008,0,55,56,-1
11010,0,15,31,-16
11012,0,42,45,-3
11013,0,9,4,5
11014,0,8,29,-21
11015,0,117,100,17
11019,0,3,20,-17
11020,0,59,63,-4
11021,0,47,10,37
11023,0,10,11,-1
11024,0,18,15,3
11027,0,3,15,-12
11030,0,9,14,-5
11035,0,38,88,-50
11038,0,38,76,-38
11039,0,4,16,-12
11041,0,37,8,29
11042,0,146,199,-53
11043,0,260,248,12
11044,0,5,18,-13
11046,0,6,9,-3
11047,0,34,88,-54
11048,0,43,69,-26
11049,0,30,25,5
11050,0,87,60,27
11051,0,45,106,-61
11052,0,6,13,-7
11053,0,2465,2431,34
11055,0,39,10,29
11056,0,51,42,9
11058,0,76,71,5
11061,0,92,102,-10
11062,0,22,10,12
11063,0,38,37,1
11066,0,9,18,-9
11067,0,27,50,-23
11068,0,32,11,21
11069,0,15,51,-36
11071,0,3,11,-8
11074,0,62,10,52
11076,0,11,34,-23
11077,0,66,94,-28
11078,0,131,168,-37
11083,0,25,4,21
11084,0,30,14,16
11085,0,8,36,-28
11087,0,91,118,-27
11089,0,26,5,21
11091,0,90,143,-53
11092,0,15,46,-31
11095,0,83,125,-42
11096,0,243,218,25
11097,0,23,2,21
11098,0,16,33,-17
11102,0,4,32,-28
11106,0,14,12,2
11109,0,60,40,20
11110,0,15,76,-61
11111,0,15,18,-3
11112,0,185,217,-32
11114,0,36,1,35
11117,0,6,6,0
11118,0,9,28,-19
11119,0,12,25,-13
11121,0,4,27,-23
11125,0,35,43,-8
11128,0,24,34,-10
11129,0,58,39,19
11130,0,71,107,-36
11131,0,46,16,30
11132,0,54,71,-17
11133,0,19,2,17
11135,0,16,40,-24
11136,0,5,5,0
11137,0,29,15,14
11138,0,91,55,36
11140,0,33,46,-13
11141,0,95,63,32
11144,0,2,7,-5
11146,0,41,15,26
11149,0,54,77,-23
11152,0,3,35,-32
11154,0,16,66,-50
11155,0,93,83,10
11156,0,73,19,54
11157,0,61,33,28
11158,0,1,5,-4
11159,0,345,395,-50
11163,0,103,70,33
11164,0,9,37,-28
11165,0,9,10,-1
11166,0,69,45,24
11170,0,100,70,30
11171,0,45,72,-27
11173,0,91,61,30
11176,0,12,4,8
11178,0,8,22,-14
11182,0,25,53,-28
11183,0,63,108,-45
11186,0,59,42,17
11189,0,180,180,0
11194,0,4,2,2
11195,0,13,39,-26
11198,0,2,2,0
11200,0,45,80,-35
11201,0,26,50,-24
11205,0,43,62,-19
11208,0,11,14,-3
11209,0,6,3,3
11214,0,29,29,0
11215,0,216,164,52
11216,0,14,20,-6
11217,0,11,32,-21
11218,0,22,2,20
11219,0,68,85,-17
11222,0,43,70,-27
11224,0,3,8,-5
11225,0,33,19,14
11228,0,113,97,16
11231,0,4,9,-5
11232,0,28,33,-5
11238,0,7,11,-4
11240,0,10,4,6
11243,0,23,77,-54
11244,0,23,23,0
11247,0,39,52,-13
11249,0,6,6,0
11251,0,1,17,-16
11252,0,1517,1510,7
11253,0,222,224,-2
11254,0,8,1,7
11255,0,9,19,-10
11258,0,2,5,-3
11259,0,7,17,-10
11260,0,66,66,0
11261,0,60,114,-54
11262,0,268,308,-40
11264,0,53,66,-13
11266,0,12,25,-13
11269,0,70,47,23
11270,0,3,5,-2
11272,0,10,2,8
11273,0,29,63,-34
11276,0,147,164,-17
11277,0,27,17,10
11279,0,27,22,5
11280,0,106,70,36
11284,0,54,54,0
11285,0,3,7,-4
11286,0,39,33,6
11287,0,22,57,-35
11288,0,182,191,-9
11289,0,38,81,-43
11291,0,11,15,-4
11292,0,27,51,-24
11294,0,13,15,-2
11295,0,18,27,-9
11296,0,131,165,-34
11297,0,9,27,-18
11299,0,23,72,-49
11307,0,4,24,-20
11308,0,13,36,-23
11309,0,1,9,-8
11310,0,1,6,-5
11312,0,30,22,8
11314,0,7,8,-1
11315,0,19,21,-2
11318,0,37,5,32
11319,0,78,42,36
11320,0,22,6,16
11321,0,15,33,-18
11323,0,7,9,-2
11324,0,13,26,-13
11325,0,99,88,11
11326,0,34,59,-25
11327,0,3,52,-49
11329,0,19,13,6
11330,0,70,86,-16
11331,0,9,12,-3
11332,0,281,310,-29
11336,0,13,8,5
11337,0,17,16,1
11338,0,37,76,-39
11339,0,39,38,1
11340,0,32,74,-42
11341,0,100,122,-22
11342,0,30,25,5
11347,0,3,9,-6
11348,0,19,16,3
11351,0,14,32,-18
11353,0,24,25,-1
11354,0,6,20,-14
11355,0,36,16,20
11356,0,3,9,-6
11357,0,63,45,18
11359,0,3,16,-13
11360,0,88,44,44
11361,0,7,37,-30
11362,0,5,1,4
11363,0,20,20,0
11364,0,52,26,26
11365,0,17,57,-40
11368,0,50,1,49
11372,0,51,38,13
11374,0,88,92,-4
11377,0,117,94,23
11379,0,4,7,-3
11380,0,7,3,4
11388,0,3,5,-2
11391,0,27,16,11
11394,0,5,3,2
11397,0,27,29,-2
11399,0,23,38,-15
11400,0,89,103,-14
11402,0,57,71,-14
11404,0,22,27,-5
11406,0,61,24,37
11408,0,2,20,-18
11409,0,3,10,-7
11412,0,42,101,-59
11413,0,6,11,-5
11414,0,12,29,-17
11416,0,10,17,-7
11420,0,84,80,4
11421,0,27,10,17
11423,0,143,182,-39
11429,0,2,9,-7
11430,0,48,16,32
11432,0,13,19,-6
11435,0,25,44,-19
11437,0,38,4,34
11438,0,352,338,14
11441,0,9,0,9
11444,0,116,141,-25
11447,0,136,183,-47
11448,0,48,19,29
11449,0,64,55,9
11450,0,95,71,24
11451,0,67,51,16
11453,0,10,12,-2
11454,0,62,15,47
11455,0,11,4,7
11456,0,35,25,10
11457,0,29,2,27
11459,0,14,9,5
11460,0,29,67,-38
11462,0,13,1,12
11463,0,66,43,23
11464,0,1,57,-56
11465,0,2,4,-2
11466,0,33,57,-24
11467,0,35,8,27
11468,0,94,52,42
11469,0,36,34,2
11471,0,41,44,-3
11472,0,23,33,-10
11474,0,66,96,-30
11476,0,53,44,9
11477,0,24,21,3
11478,0,7,2,5
11479,0,118,112,6
11481,0,13,8,5
11482,0,105,103,2
11483,0,1,33,-32
11484,0,2,12,-10
11485,0,57,113,-56
11488,0,12,4,8
11490,0,174,157,17
11495,0,18,13,5
11496,0,12,20,-8
11497,0,18,12,6
11498,0,89,47,42
11499,0,22,6,16
11500,0,4,2,2
11501,0,20,12,8
11504,0,27,26,1
11506,0,3,17,-14
11507,0,13,66,-53
11508,0,120,159,-39
11510,0,20,10,10
11511,0,48,7,41
11513,0,52,22,30
11514,0,108,55,53
11515,0,8,26,-18
11516,0,44,66,-22
11517,0,16,2,14
11519,0,98,54,44
11520,0,58,20,38
11522,0,14,21,-7
11524,0,18,36,-18
11526,0,11,71,-60
11528,0,13,2,11
11529,0,40,39,1
11530,0,17,51,-34
11536,0,34,13,21
11538,0,9,68,-59
11540,0,41,96,-55
11542,0,12,70,-58
11544,0,4,14,-10
11545,0,88,95,-7
11546,0,9,58,-49
11547,0,49,85,-36
11552,0,6,5,1
11554,0,75,84,-9
11556,0,4,20,-16
11557,0,39,11,28
11559,0,105,95,10
11561,0,170,150,20
11564,0,12,2,10
11565,0,2,4,-2
11566,0,32,33,-1
11570,0,77,90,-13
11571,0,36,79,-43
11572,0,38,40,-2
11574,0,117,85,32
11575,0,37,35,2
11577,0,25,22,3
11578,0,82,65,17
11579,0,40,38,2
11580,0,4,10,-6
11581,0,8,42,-34
11582,0,26,2,24
11583,0,14,26,-12
11585,0,1,10,-9
11586,0,160,211,-51
11590,0,20,9,11
11593,0,67,23,44
11594,0,34,28,6
11595,0,2,16,-14
11597,0,80,95,-15
11598,0,43,8,35
11600,0,47,50,-3
11601,0,19,47,-28
11602,0,178,182,-4
11604,0,49,12,37
11606,0,9,57,-48
11607,0,35,71,-36
11608,0,62,66,-4
11609,0,34,33,1
11611,0,74,119,-45
11614,0,97,96,1
11615,0,147,108,39
11616,0,3,39,-36
11618,0,6,10,-4
11619,0,33,82,-49
11620,0,727,783,-56
11621,0,921,935,-14
11623,0,3,1,2
11624,0,99,128,-29
11625,0,26,44,-18
11626,0,44,43,1
11627,0,30,9,21
11630,0,43,40,3
11631,0,40,14,26
11634,0,7,30,-23
11635,0,45,23,22
11636,0,120,81,39
11638,0,30,7,23
11640,0,44,8,36
11642,0,4,16,-12
11644,0,28,16,12
11646,0,27,41,-14
11647,0,16,33,-17
11648,0,23,7,16
11650,0,68,37,31
11652,0,37,62,-25
11655,0,13,4,9
11656,0,53,36,17
11658,0,21,17,4
11659,0,5,4,1
11660,0,7,6,1
11661,0,15,4,11
11662,0,63,10,53
11664,0,10,8,2
11666,0,3,10,-7
11667,0,20,31,-11
11668,0,87,46,41
11669,0,52,76,-24
11670,0,870,917,-47
11671,0,35,75,-40
11672,0,17,7,10
11675,0,7,60,-53
11676,0,123,109,14
11677,0,9,12,-3
11678,0,84,34,50
11679,0,75,60,15
11680,0,1,27,-26
11682,0,13,13,0
11683,0,42,91,-49
11684,0,64,79,-15
11685,0,17,17,0
11686,0,19,43,-24
11687,0,15,19,-4
11689,0,21,44,-23
11692,0,4,28,-24
11693,0,92,78,14
11694,0,59,58,1
11695,0,1,11,-10
11697,0,109,110,-1
11699,0,21,49,-28
11700,0,66,39,27
11702,0,272,243,29
11704,0,108,144,-36
11707,0,74,38,36
11708,0,166,217,-51
11710,0,17,68,-51
11713,0,13,28,-15
11715,0,22,7,15
11717,0,5,2,3
11719,0,48,72,-24
11723,0,12,11,1
11726,0,62,73,-11
11728,0,5,1,4
11730,0,20,18,2
11731,0,58,99,-41
11732,0,30,16,14
11736,0,55,61,-6
11738,0,16,21,-5
11739,0,16,29,-13
11740,0,14,21,-7
11741,0,15,33,-18
11742,0,5,13,-8
11743,0,50,86,-36
11744,0,10,15,-5
11746,0,20,17,3
11748,0,5,44,-39
11749,0,154,203,-49
11751,0,35,27,8
11752,0,84,85,-1
11754,0,29,62,-33
11756,0,28,0,28
11758,0,50,79,-29
11759,0,14,1,13
11760,0,14,8,6
11762,0,128,151,-23
11763,0,12,16,-4
11766,0,14,73,-59
11769,0,39,7,32
11773,0,49,17,32
11774,0,1,18,-17
11776,0,58,4,54
11778,0,35,11,24
11779,0,78,120,-42
11780,0,44,85,-41
11781,0,2,7,-5
11783,0,5,9,-4
11784,0,583,605,-22
11785,0,11,7,4
11787,0,43,6,37
11788,0,148,100,48
11789,0,24,54,-30
11790,0,54,17,37
11791,0,106,92,14
11794,0,79,29,50
11795,0,4,55,-51
11798,0,2,34,-32
11800,0,1,2,-1
11802,0,9,14,-5
11803,0,6,11,-5
11804,0,1,6,-5
11805,0,22,47,-25
11806,0,27,13,14
11809,0,67,36,31
11810,0,130,98,32
11811,0,94,131,-37
11812,0,9,51,-42
11813,0,16,68,-52
11814,0,11,11,0
11815,0,5,15,-10
11816,0,6,9,-3
11819,0,6,10,-4
11820,0,6,1,5
11823,0,129,132,-3
11825,0,6,20,-14
11828,0,9,5,4
11829,0,14,64,-50
11831,0,18,38,-20
11832,0,49,26,23
11835,0,9,18,-9
11836,0,6,16,-10
11838,0,6,13,-7
11841,0,138,100,38
11842,0,12,18,-6
11843,0,2,9,-7
11844,0,15,12,3
11845,0,1109,1091,18
11847,0,22,2,20
11848,0,27,31,-4
11851,0,23,24,-1
11852,0,140,107,33
11855,0,15,48,-33
11857,0,250,231,19
11858,0,1,11,-10
11861,0,6,41,-35
11862,0,56,29,27
11864,0,104,71,33
11865,0,1272,1247,25
11867,0,1,2,-1
11869,0,6,2,4
11871,0,64,95,-31
11875,0,13,2,11
11878,0,169,198,-29
11880,0,1,45,-44
11881,0,294,284,10
11882,0,29,40,-11
11883,0,11,19,-8
11884,0,9,43,-34
11886,0,8,35,-27
11888,0,2,4,-2
11889,0,78,111,-33
11890,0,47,1,46
11891,0,22,16,6
11892,0,38,30,8
11893,0,15,16,-1
11895,0,84,131,-47
11896,0,62,104,-42
11897,0,728,698,30
11899,0,41,33,8
11900,0,67,109,-42
11901,0,5,18,-13
11903,0,143,172,-29
11906,0,32,16,16
11907,0,90,74,16
11908,0,44,12,32
11909,0,8,2,6
11910,0,10,4,6
11911,0,7,14,-7
11912,0,2,21,-19
11913,0,13,33,-20
11914,0,63,47,16
11915,0,4,23,-19
11922,0,11,16,-5
11923,0,59,60,-1
11924,0,74,91,-17
11925,0,47,20,27
11927,0,13,63,-50
11932,0,8,53,-45
11934,0,23,8,15
11935,0,5,1,4
11937,0,4,4,0
11938,0,239,211,28
11939,0,18,13,5
11942,0,2,15,-13
11944,0,16,10,6
11945,0,102,80,22
11947,0,9,12,-3
11950,0,131,129,2
11951,0,8,6,2
11952,0,16,24,-8
11954,0,8,31,-23
11957,0,8,47,-39
11958,0,76,61,15
11959,0,10,13,-3
11962,0,4,25,-21
11963,0,14,2,12
11965,0,5,10,-5
11966,0,16,24,-8
11967,0,28,50,-22
11969,0,21,32,-11
11970,0,14,32,-18
11973,0,385,443,-58
11979,0,84,42,42
11980,0,17,4,13
11982,0,657,708,-51
11984,0,48,9,39
11990,0,1,2,-1
11992,0,18,27,-9
11993,0,49,66,-17
11994,0,12,20,-8
11995,0,117,77,40
11996,0,4,16,-12
11999,0,10,21,-11
12002,0,5,30,-25
12003,0,24,17,7
12004,0,33,60,-27
12007,0,70,78,-8
12009,0,1,11,-10
12010,0,5,19,-14
12011,0,56,58,-2
12014,0,11,20,-9
12015,0,44,9,35
12016,0,21,75,-54
12017,0,7,3,4
12021,0,78,95,-17
12024,0,80,55,25
12026,0,10,61,-51
12027,0,32,51,-19
12029,0,31,47,-16
12031,0,117,75,42
12032,0,4,13,-9
12033,0,59,83,-24
12036,0,7,12,-5
12039,0,1,4,-3
12040,0,128,123,5
12041,0,3,2,1
12045,0,7,14,-7
12049,0,53,22,31
12050,0,63,47,16
12051,0,13,29,-16
12052,0,61,104,-43
12053,0,110,150,-40
12054,0,4,4,0
12055,0,13,65,-52
12057,0,29,56,-27
12060,0,3,17,-14
12063,0,25,20,5
12064,0,9,13,-4
12065,0,8,13,-5
12069,0,277,268,9
12070,0,36,10,26
12071,0,3,17,-14
12072,0,59,73,-14
12073,0,86,100,-14
12076,0,22,41,-19
12077,0,3,12,-9
12078,0,117,76,41
12081,0,11,27,-16
12083,0,66,99,-33
12084,0,14,5,9
12085,0,182,149,33
12086,0,8,13,-5
12087,0,16,29,-13
12089,0,92,68,24
12090,0,50,30,20
12092,0,107,135,-28
12094,0,229,197,32
12096,0,68,113,-45
12097,0,11,32,-21
12098,0,45,10,35
12099,0,6,8,-2
12102,0,81,122,-41
12103,0,51,14,37
12105,0,115,114,1
12107,0,65,52,13
12108,0,7,20,-13
12109,0,13,19,-6
12110,0,36,84,-48
12111,0,49,27,22
12113,0,41,32,9
12117,0,51,57,-6
