uid,variant_number,total_active_mins
11650,0,68.0
11651,0,53.0
11652,0,37.0
11655,0,13.0
11656,0,53.0
11657,0,31.0
11658,0,21.0
11659,0,5.0
11660,0,7.0
11661,0,15.0
11662,0,63.0
11663,0,30.0
11664,0,10.0
11666,0,3.0
11667,0,20.0
11668,0,87.0
11669,0,52.0
11671,0,35.0
11672,0,17.0
11673,0,20.0
11675,0,7.0
11676,0,123.0
11677,0,9.0
11678,0,84.0
11679,0,75.0
11680,0,1.0
11682,0,13.0
11683,0,42.0
11684,0,64.0
11685,0,17.0
11686,0,19.0
11687,0,15.0
11689,0,21.0
11691,0,101.0
11692,0,4.0
11693,0,92.0
11694,0,59.0
11695,0,1.0
11696,0,82.0
11697,0,109.0
11699,0,21.0
11700,0,66.0
11701,0,73.0
11703,0,10.0
11704,0,108.0
11705,0,99.0
11707,0,74.0
11710,0,17.0
11712,0,100.0
11713,0,13.0
11715,0,22.0
11716,0,102.0
11717,0,5.0
11719,0,48.0
11723,0,12.0
11726,0,62.0
11728,0,5.0
11730,0,20.0
11731,0,58.0
11732,0,30.0
11736,0,55.0
11738,0,16.0
11739,0,16.0
11740,0,14.0
11741,0,15.0
11742,0,5.0
11743,0,50.0
11744,0,10.0
11746,0,20.0
11747,0,54.0
11748,0,5.0
11750,0,57.0
11751,0,35.0
11752,0,84.0
11754,0,29.0
11755,0,51.0
11756,0,28.0
11758,0,50.0
11759,0,14.0
11760,0,14.0
11763,0,12.0
11766,0,14.0
11767,0,34.0
11769,0,39.0
11770,0,85.0
11773,0,49.0
11774,0,1.0
11776,0,58.0
11778,0,35.0
11779,0,78.0
11780,0,44.0
11781,0,2.0
11783,0,5.0
11785,0,11.0
11787,0,43.0
11789,0,24.0
11790,0,54.0
11791,0,106.0
11794,0,79.0
11795,0,4.0
11796,0,101.0
11797,0,71.0
11798,0,2.0
11800,0,1.0
11802,0,9.0
11803,0,6.0
11804,0,1.0
11805,0,22.0
11806,0,27.0
11809,0,67.0
11811,0,94.0
11812,0,9.0
11813,0,16.0
11814,0,11.0
11815,0,5.0
11816,0,6.0
11817,0,54.0
11819,0,6.0
11820,0,6.0
11821,0,57.0
11825,0,6.0
11826,0,105.0
11828,0,9.0
11829,0,14.0
11831,0,18.0
11832,0,49.0
11835,0,9.0
11836,0,6.0
11838,0,6.0
11842,0,12.0
11843,0,2.0
11844,0,15.0
11847,0,22.0
11848,0,27.0
11851,0,23.0
11855,0,15.0
11858,0,1.0
11861,0,6.0
11862,0,56.0
11864,0,104.0
11867,0,1.0
11869,0,6.0
11870,0,40.0
11871,0,64.0
11875,0,13.0
11879,0,77.0
11880,0,1.0
11882,0,29.0
11883,0,11.0
11884,0,9.0
11886,0,8.0
11887,0,122.0
11888,0,2.0
11889,0,78.0
11890,0,47.0
11891,0,22.0
11892,0,38.0
11893,0,15.0
11894,0,81.0
11895,0,84.0
11896,0,62.0
11899,0,41.0
11900,0,67.0
11901,0,5.0
11902,0,105.0
11905,0,15.0
11906,0,32.0
11907,0,90.0
11908,0,44.0
11909,0,8.0
11910,0,10.0
11911,0,7.0
11912,0,2.0
11913,0,13.0
11914,0,63.0
11915,0,4.0
11920,0,19.0
11922,0,11.0
11923,0,59.0
11924,0,74.0
11925,0,47.0
11927,0,13.0
11928,0,93.0
11930,0,116.0
11932,0,8.0
11934,0,23.0
11935,0,5.0
11937,0,4.0
11939,0,18.0
11942,0,2.0
11944,0,16.0
11945,0,102.0
11947,0,9.0
11949,0,5.0
11951,0,8.0
11952,0,16.0
11954,0,8.0
11956,0,80.0
11957,0,8.0
11958,0,76.0
11959,0,10.0
11962,0,4.0
11963,0,14.0
11965,0,5.0
11966,0,16.0
11967,0,28.0
11969,0,21.0
11970,0,14.0
11971,0,123.0
11972,0,56.0
11974,0,9.0
11975,0,81.0
11978,0,74.0
11979,0,84.0
11980,0,17.0
11981,0,19.0
11983,0,48.0
11984,0,48.0
11985,0,21.0
11989,0,41.0
11990,0,1.0
11992,0,18.0
11993,0,49.0
11994,0,12.0
11995,0,117.0
11996,0,4.0
11997,0,2.0
11999,0,10.0
12002,0,5.0
12003,0,24.0
12004,0,33.0
12007,0,70.0
12009,0,1.0
12010,0,5.0
12011,0,56.0
12012,0,6.0
12013,0,25.0
12014,0,11.0
12015,0,44.0
12016,0,21.0
12017,0,7.0
12018,0,70.0
12020,0,117.0
12021,0,78.0
12024,0,80.0
12026,0,10.0
12027,0,32.0
12029,0,31.0
12031,0,117.0
12032,0,4.0
12033,0,59.0
12036,0,7.0
12038,0,20.0
12039,0,1.0
12041,0,3.0
12043,0,3.0
12045,0,7.0
12048,0,17.0
12049,0,53.0
12050,0,63.0
12051,0,13.0
12052,0,61.0
12053,0,110.0
12054,0,4.0
12055,0,13.0
12057,0,29.0
12059,0,67.0
12060,0,3.0
12062,0,88.0
12063,0,25.0
12064,0,9.0
12065,0,8.0
12066,0,71.0
12070,0,36.0
12071,0,3.0
12072,0,59.0
12073,0,86.0
12075,0,97.0
12076,0,22.0
12077,0,3.0
12078,0,117.0
12081,0,11.0
12083,0,66.0
12084,0,14.0
12086,0,8.0
12087,0,16.0
12089,0,92.0
12090,0,50.0
12092,0,107.0
12095,0,56.0
12096,0,68.0
12097,0,11.0
12098,0,45.0
12099,0,6.0
12100,0,110.0
12102,0,81.0
12103,0,51.0
12104,0,59.0
12105,0,115.0
12106,0,19.0
12107,0,65.0
12108,0,7.0
12109,0,13.0
12110,0,36.0
12111,0,49.0
12113,0,41.0
12115,0,110.0
12116,0,43.0
12117,0,51.0
12118,0,8.0
12119,0,77.0
12120,0,123.0
12121,0,49.0
12122,0,118.0
12125,0,60.0
12127,0,122.0
12128,0,6.0
12129,0,59.0
12130,0,32.0
12131,0,3.0
12133,0,16.0
12134,0,98.0
12135,0,1.0
12136,0,6.0
12137,0,28.0
12138,0,21.0
12141,0,13.0
12145,0,9.0
12147,0,18.0
12149,0,11.0
12152,0,2.0
12153,0,46.0
12154,0,8.0
12155,0,47.0
12156,0,27.0
12157,0,20.0
12158,0,125.0
12160,0,1.0
12161,0,14.0
12162,0,2.0
12163,0,11.0
12164,0,5.0
12165,0,38.0
12166,0,55.0
12168,0,54.0
12169,0,10.0
12170,0,85.0
12173,0,63.0
12174,0,8.0
12175,0,44.0
12179,0,7.0
12180,0,81.0
12181,0,29.0
12182,0,37.0
12185,0,1.0
12186,0,7.0
12187,0,31.0
12188,0,1.0
12189,0,20.0
12190,0,51.0
12191,0,67.0
12192,0,16.0
12194,0,2.0
12196,0,87.0
12197,0,41.0
12200,0,126.0
12201,0,36.0
12203,0,15.0
12204,0,8.0
12205,0,113.0
12206,0,10.0
12207,0,30.0
12208,0,58.0
12209,0,7.0
12210,0,20.0
12211,0,2.0
12213,0,4.0
12214,0,14.0
12215,0,42.0
12217,0,52.0
12219,0,40.0
12220,0,113.0
12221,0,125.0
12225,0,4.0
12226,0,88.0
12227,0,46.0
12228,0,5.0
12229,0,18.0
12231,0,15.0
12233,0,7.0
12235,0,36.0
12236,0,10.0
12237,0,9.0
12239,0,14.0
12240,0,78.0
12245,0,31.0
12246,0,10.0
12249,0,42.0
12251,0,105.0
12252,0,5.0
12254,0,121.0
12255,0,13.0
12256,0,2.0
12257,0,28.0
12259,0,37.0
12262,0,120.0
12263,0,49.0
12265,0,62.0
12266,0,50.0
12270,0,59.0
12273,0,7.0
12274,0,36.0
12275,0,13.0
12277,0,29.0
12278,0,10.0
12279,0,48.0
12283,0,29.0
12285,0,43.0
12286,0,100.0
12287,0,43.0
12291,0,31.0
12292,0,78.0
12293,0,114.0
12296,0,5.0
12299,0,95.0
12300,0,94.0
12303,0,12.0
12304,0,122.0
12305,0,16.0
12306,0,5.0
12307,0,13.0
12308,0,2.0
12310,0,40.0
12311,0,9.0
12312,0,9.0
12316,0,93.0
12317,0,79.0
12319,0,21.0
12320,0,16.0
12323,0,97.0
12325,0,43.0
12326,0,93.0
12327,0,6.0
12328,0,16.0
12330,0,22.0
12331,0,14.0
12334,0,8.0
12336,0,2.0
12341,0,21.0
12342,0,6.0
12346,0,67.0
12347,0,121.0
12349,0,74.0
12350,0,7.0
12352,0,71.0
12353,0,13.0
12355,0,116.0
12357,0,32.0
12359,0,12.0
12361,0,54.0
12362,0,121.0
12364,0,6.0
12365,0,122.0
12366,0,61.0
12368,0,9.0
12370,0,34.0
12371,0,70.0
12372,0,12.0
12373,0,36.0
12374,0,13.0
12375,0,2.0
12377,0,29.0
12379,0,121.0
12380,0,70.0
12381,0,1.0
12384,0,60.0
12385,0,89.0
12386,0,6.0
12388,0,83.0
12394,0,19.0
12396,0,24.0
12397,0,8.0
12399,0,14.0
12400,0,20.0
12401,0,66.0
12402,0,46.0
12403,0,79.0
12404,0,76.0
12405,0,32.0
12407,0,1.0
12408,0,8.0
12409,0,1.0
12410,0,2.0
12411,0,104.0
12412,0,4.0
12414,0,70.0
12415,0,21.0
12417,0,71.0
12418,0,61.0
12419,0,13.0
12420,0,8.0
12422,0,54.0
12425,0,99.0
12426,0,57.0
12427,0,21.0
12429,0,2.0
12430,0,16.0
12432,0,75.0
12434,0,59.0
12436,0,12.0
12437,0,26.0
12438,0,27.0
12440,0,34.0
12442,0,62.0
12444,0,21.0
12445,0,10.0
12446,0,6.0
12447,0,47.0
12450,0,11.0
12451,0,126.0
12452,0,98.0
12455,0,53.0
12461,0,15.0
12463,0,29.0
12464,0,69.0
12466,0,8.0
12467,0,3.0
12468,0,34.0
12469,0,1.0
12470,0,69.0
12473,0,115.0
12474,0,27.0
12475,0,16.0
12476,0,32.0
12477,0,22.0
12479,0,3.0
12483,0,112.0
12485,0,5.0
12486,0,56.0
12487,0,6.0
12488,0,24.0
12489,0,52.0
12490,0,5.0
12491,0,113.0
12492,0,17.0
12493,0,36.0
12494,0,75.0
12495,0,43.0
12496,0,20.0
12497,0,7.0
12498,0,68.0
12499,0,12.0
12500,0,61.0
12502,0,58.0
12503,0,97.0
12505,0,56.0
12506,0,52.0
12507,0,37.0
12508,0,27.0
12509,0,59.0
12511,0,10.0
12513,0,42.0
12514,0,32.0
12515,0,52.0
12516,0,67.0
12520,0,7.0
12521,0,54.0
12522,0,94.0
12523,0,55.0
12525,0,23.0
12527,0,33.0
12528,0,32.0
12531,0,6.0
12532,0,58.0
12534,0,44.0
12538,0,99.0
12539,0,72.0
12541,0,8.0
12542,0,10.0
12544,0,108.0
12545,0,84.0
12546,0,30.0
12547,0,27.0
12548,0,41.0
12549,0,70.0
12550,0,7.0
12552,0,15.0
12554,0,120.0
12555,0,5.0
12557,0,5.0
12558,0,65.0
12559,0,5.0
12560,0,47.0
12563,0,8.0
12565,0,13.0
12568,0,17.0
12570,0,15.0
12571,0,80.0
12572,0,117.0
12573,0,2.0
12574,0,94.0
12575,0,3.0
12576,0,87.0
12577,0,80.0
12578,0,63.0
12579,0,38.0
12580,0,53.0
12581,0,35.0
12582,0,25.0
12585,0,12.0
12586,0,34.0
12587,0,49.0
12591,0,65.0
12592,0,6.0
12593,0,57.0
12596,0,47.0
12597,0,35.0
12598,0,10.0
12599,0,13.0
12600,0,42.0
12602,0,28.0
12603,0,83.0
12605,0,5.0
12606,0,106.0
12608,0,1.0
12609,0,66.0
12610,0,7.0
12611,0,25.0
12612,0,16.0
12613,0,48.0
12614,0,95.0
12615,0,13.0
12616,0,17.0
12618,0,82.0
12620,0,23.0
12621,0,11.0
12622,0,19.0
12623,0,41.0
12625,0,93.0
12626,0,4.0
12627,0,3.0
12628,0,3.0
12629,0,84.0
12630,0,1.0
12631,0,68.0
12632,0,6.0
12634,0,11.0
12642,0,10.0
12643,0,40.0
12645,0,53.0
12647,0,41.0
12648,0,66.0
12649,0,114.0
12651,0,68.0
12652,0,10.0
12654,0,119.0
12655,0,23.0
12656,0,43.0
12657,0,118.0
12658,0,37.0
12661,0,54.0
12662,0,39.0
12663,0,36.0
12664,0,32.0
12666,0,3.0
12668,0,33.0
12670,0,7.0
12671,0,14.0
12672,0,57.0
12674,0,26.0
12677,0,89.0
12678,0,89.0
12679,0,41.0
12682,0,82.0
12684,0,75.0
12685,0,6.0
12686,0,117.0
12687,0,22.0
12688,0,9.0
12689,0,14.0
12691,0,91.0
12695,0,32.0
12696,0,57.0
12697,0,79.0
12698,0,3.0
12699,0,24.0
12700,0,9.0
12702,0,18.0
12703,0,12.0
12704,0,74.0
12705,0,34.0
12706,0,2.0
12709,0,51.0
12711,0,35.0
12713,0,68.0
12714,0,2.0
12715,0,11.0
12718,0,18.0
12719,0,97.0
12721,0,53.0
12722,0,70.0
12723,0,51.0
12726,0,16.0
12728,0,25.0
12729,0,2.0
12732,0,15.0
12735,0,53.0
12736,0,75.0
12737,0,85.0
12738,0,3.0
12740,0,21.0
12741,0,27.0
12742,0,7.0
12743,0,96.0
12744,0,19.0
12748,0,15.0
12749,0,42.0
12750,0,7.0
12751,0,27.0
12754,0,49.0
12756,0,16.0
12757,0,61.0
12758,0,41.0
12760,0,103.0
12761,0,109.0
12762,0,20.0
12763,0,36.0
12764,0,5.0
12765,0,83.0
12766,0,95.0
12767,0,9.0
12768,0,71.0
12770,0,12.0
12771,0,36.0
12772,0,6.0
12773,0,55.0
12776,0,14.0
12777,0,124.0
12781,0,9.0
12782,0,25.0
12783,0,12.0
12784,0,90.0
12785,0,16.0
12786,0,47.0
12788,0,7.0
12790,0,38.0
12791,0,1.0
12792,0,65.0
12793,0,32.0
12794,0,120.0
12796,0,39.0
12797,0,5.0
12799,0,15.0
12801,0,124.0
12802,0,39.0
12803,0,16.0
12804,0,21.0
12805,0,24.0
12806,0,9.0
12808,0,2.0
12809,0,92.0
12810,0,101.0
12811,0,123.0
12813,0,5.0
12815,0,13.0
12816,0,13.0
12817,0,39.0
12819,0,1.0
12820,0,6.0
12821,0,27.0
12822,0,4.0
12824,0,32.0
12828,0,48.0
12830,0,9.0
12831,0,53.0
12834,0,16.0
12835,0,2.0
12837,0,31.0
12838,0,109.0
12840,0,35.0
12841,0,77.0
12842,0,1.0
12843,0,57.0
12844,0,123.0
12845,0,2.0
12846,0,20.0
12847,0,13.0
12848,0,106.0
12849,0,2.0
12851,0,5.0
12852,0,17.0
12853,0,116.0
12854,0,71.0
12855,0,23.0
12856,0,1.0
12857,0,16.0
12858,0,79.0
12860,0,12.0
12862,0,9.0
12864,0,23.0
12865,0,27.0
12866,0,39.0
12867,0,68.0
12868,0,54.0
12871,0,61.0
12876,0,3.0
12878,0,39.0
12879,0,17.0
12880,0,3.0
12882,0,51.0
12883,0,52.0
12884,0,124.0
12886,0,106.0
12887,0,9.0
12888,0,14.0
12890,0,86.0
12891,0,4.0
12893,0,40.0
12894,0,19.0
12896,0,126.0
12898,0,29.0
12900,0,37.0
12902,0,2.0
12903,0,17.0
12904,0,4.0
12905,0,48.0
12906,0,94.0
12907,0,102.0
12909,0,8.0
12911,0,2.0
12912,0,18.0
12914,0,38.0
12915,0,31.0
12916,0,4.0
12917,0,20.0
12918,0,22.0
12919,0,110.0
12921,0,6.0
12923,0,7.0
12924,0,40.0
12925,0,17.0
12927,0,77.0
12928,0,57.0
12930,0,104.0
12931,0,89.0
12932,0,51.0
12933,0,4.0
12935,0,17.0
12936,0,18.0
12937,0,103.0
12938,0,63.0
12941,0,22.0
12942,0,119.0
12943,0,17.0
12947,0,15.0
12948,0,36.0
12950,0,22.0
12952,0,8.0
12953,0,39.0
12954,0,27.0
12955,0,86.0
12957,0,51.0
12959,0,122.0
12960,0,82.0
12961,0,24.0
12962,0,112.0
12963,0,4.0
12964,0,26.0
12965,0,16.0
12969,0,52.0
12970,0,13.0
12971,0,32.0
12972,0,61.0
12974,0,117.0
12976,0,15.0
12979,0,31.0
12984,0,16.0
12985,0,9.0
12986,0,45.0
12993,0,22.0
12994,0,30.0
12995,0,59.0
12997,0,35.0
12998,0,7.0
12999,0,104.0
13000,0,116.0
13001,0,10.0
13002,0,8.0
13004,0,89.0
13005,0,26.0
13006,0,43.0
13007,0,62.0
13008,0,1.0
13010,0,41.0
13011,0,117.0
13012,0,1.0
13013,0,26.0
13015,0,27.0
13016,0,4.0
13017,0,89.0
13018,0,17.0
13019,0,96.0
13020,0,47.0
13022,0,37.0
13023,0,6.0
13025,0,42.0
13026,0,1.0
13027,0,80.0
13029,0,84.0
13031,0,30.0
13032,0,6.0
13034,0,86.0
13035,0,42.0
13036,0,16.0
13037,0,6.0
13038,0,3.0
13039,0,12.0
13041,0,5.0
13042,0,7.0
13043,0,38.0
13044,0,2.0
13046,0,81.0
13047,0,12.0
13049,0,126.0
13050,0,35.0
13053,0,37.0
13055,0,19.0
13057,0,120.0
13059,0,40.0
13060,0,66.0
13061,0,48.0
13064,0,8.0
13065,0,4.0
13066,0,33.0
13068,0,23.0
13069,0,105.0
13070,0,73.0
13071,0,31.0
13073,0,60.0
13074,0,21.0
13076,0,13.0
13077,0,6.0
13078,0,27.0
13079,0,39.0
13080,0,122.0
13083,0,20.0
13085,0,53.0
13086,0,6.0
13087,0,10.0
13088,0,91.0
13089,0,8.0
13090,0,7.0
13091,0,6.0
13092,0,1.0
13093,0,32.0
13094,0,10.0
13095,0,47.0
13096,0,27.0
13098,0,84.0
13100,0,44.0
13101,0,37.0
13103,0,52.0
13104,0,1.0
13106,0,21.0
13107,0,28.0
13110,0,73.0
13112,0,2.0
13114,0,124.0
13116,0,31.0
13117,0,45.0
13118,0,84.0
13120,0,92.0
13121,0,103.0
13122,0,5.0
13123,0,48.0
13125,0,46.0
13128,0,54.0
13130,0,65.0
13131,0,29.0
13132,0,11.0
13133,0,7.0
13134,0,28.0
13136,0,24.0
13137,0,12.0
13139,0,70.0
13141,0,26.0
13143,0,30.0
13145,0,61.0
13147,0,59.0
13148,0,25.0
13149,0,33.0
13150,0,16.0
13152,0,34.0
13153,0,5.0
13154,0,18.0
13155,0,4.0
13156,0,6.0
13157,0,41.0
13161,0,93.0
13162,0,71.0
13163,0,4.0
13164,0,56.0
13165,0,2.0
13166,0,6.0
13167,0,84.0
13169,0,72.0
13170,0,22.0
13172,0,87.0
13175,0,37.0
13178,0,15.0
13179,0,50.0
13180,0,9.0
13181,0,126.0
13182,0,63.0
13183,0,17.0
13184,0,3.0
13185,0,25.0
13186,0,40.0
13189,0,43.0
13193,0,3.0
13196,0,16.0
13197,0,30.0
13198,0,17.0
13199,0,15.0
13200,0,10.0
13206,0,86.0
13207,0,122.0
13208,0,26.0
13209,0,56.0
13212,0,12.0
13215,0,77.0
13216,0,29.0
13217,0,32.0
13220,0,17.0
13221,0,4.0
13222,0,4.0
13223,0,22.0
13224,0,32.0
13226,0,86.0
13228,0,21.0
13229,0,8.0
13230,0,87.0
13231,0,36.0
13234,0,60.0
13235,0,22.0
13237,0,41.0
13238,0,7.0
13240,0,110.0
13242,0,18.0
13245,0,36.0
13246,0,19.0
13247,0,76.0
13249,0,24.0
13250,0,1.0
13252,0,17.0
13257,0,35.0
13258,0,95.0
13259,0,10.0
13260,0,85.0
13261,0,35.0
13262,0,62.0
13263,0,37.0
13264,0,7.0
13265,0,11.0
13266,0,89.0
13267,0,3.0
13268,0,47.0
13269,0,76.0
13271,0,15.0
13273,0,66.0
13274,0,18.0
13275,0,25.0
13277,0,59.0
13278,0,52.0
13279,0,6.0
13280,0,3.0
13282,0,95.0
13284,0,3.0
13285,0,85.0
13287,0,38.0
13288,0,10.0
13291,0,15.0
13292,0,24.0
13293,0,6.0
13296,0,16.0
13298,0,1.0
13299,0,17.0
13302,0,1.0
13303,0,13.0
13304,0,28.0
13307,0,18.0
13310,0,36.0
13311,0,47.0
13312,0,5.0
13313,0,34.0
13314,0,11.0
13316,0,31.0
13318,0,2.0
13319,0,43.0
13320,0,10.0
13321,0,14.0
13322,0,107.0
13323,0,48.0
13324,0,126.0
13325,0,23.0
13326,0,42.0
13331,0,8.0
13332,0,5.0
13333,0,9.0
13334,0,64.0
13335,0,74.0
13336,0,17.0
13339,0,60.0
13341,0,25.0
13342,0,7.0
13346,0,41.0
13347,0,48.0
13348,0,28.0
13349,0,61.0
13351,0,24.0
13353,0,2.0
13356,0,9.0
13357,0,9.0
13358,0,15.0
13361,0,1.0
13363,0,1.0
13364,0,65.0
13365,0,32.0
13366,0,7.0
13367,0,106.0
13368,0,60.0
13369,0,1.0
13371,0,15.0
13372,0,60.0
13373,0,31.0
13374,0,2.0
13375,0,9.0
13376,0,3.0
13377,0,17.0
13378,0,12.0
13380,0,9.0
13382,0,52.0
13383,0,37.0
13385,0,41.0
13386,0,29.0
13387,0,48.0
13388,0,21.0
13389,0,99.0
13390,0,59.0
13391,0,87.0
13392,0,16.0
13394,0,37.0
13396,0,53.0
13398,0,2.0
13399,0,3.0
13400,0,9.0
13403,0,33.0
13404,0,99.0
13407,0,89.0
13409,0,44.0
13410,0,3.0
13411,0,4.0
13412,0,12.0
13413,0,2.0
13415,0,55.0
13416,0,54.0
13418,0,9.0
13419,0,11.0
13421,0,6.0
13423,0,12.0
13424,0,6.0
13425,0,111.0
13427,0,29.0
13428,0,32.0
13431,0,16.0
13433,0,32.0
13434,0,1.0
13435,0,31.0
13436,0,1.0
13437,0,41.0
13438,0,2.0
13439,0,28.0
13440,0,51.0
13441,0,40.0
13445,0,15.0
13447,0,26.0
13448,0,7.0
13450,0,8.0
13451,0,6.0
13454,0,16.0
13455,0,3.0
13456,0,56.0
13457,0,41.0
13458,0,19.0
13460,0,72.0
13461,0,7.0
13462,0,85.0
13464,0,36.0
13465,0,92.0
13466,0,30.0
13469,0,79.0
13470,0,44.0
13472,0,3.0
13474,0,17.0
13476,0,3.0
13478,0,8.0
13481,0,12.0
13482,0,8.0
13485,0,6.0
13486,0,4.0
13489,0,83.0
13490,0,21.0
13491,0,17.0
13492,0,2.0
13499,0,26.0
13500,0,45.0
13501,0,46.0
13502,0,33.0
13503,0,98.0
13504,0,86.0
13505,0,16.0
13506,0,6.0
13507,0,2.0
13508,0,67.0
13509,0,12.0
13510,0,105.0
13511,0,21.0
13512,0,74.0
13513,0,25.0
13514,0,13.0
13515,0,99.0
13517,0,116.0
13518,0,19.0
13519,0,17.0
13520,0,25.0
13521,0,125.0
13524,0,38.0
13525,0,24.0
13526,0,8.0
13527,0,15.0
13528,0,29.0
13529,0,4.0
13530,0,10.0
13531,0,4.0
13533,0,5.0
13535,0,104.0
13536,0,24.0
13537,0,28.0
13539,0,83.0
13540,0,72.0
13541,0,8.0
13544,0,14.0
13545,0,35.0
13548,0,16.0
13549,0,28.0
13550,0,83.0
13551,0,60.0
13552,0,12.0
13553,0,1.0
13554,0,62.0
13555,0,94.0
13556,0,4.0
13558,0,11.0
13560,0,37.0
13561,0,57.0
13564,0,7.0
13565,0,24.0
13566,0,27.0
13571,0,31.0
13573,0,4.0
13575,0,16.0
13576,0,13.0
13577,0,2.0
13578,0,55.0
13579,0,38.0
13581,0,121.0
13582,0,12.0
13584,0,44.0
13585,0,25.0
13588,0,94.0
13590,0,17.0
13591,0,3.0
13592,0,2.0
13593,0,5.0
13594,0,17.0
13595,0,44.0
13597,0,84.0
13598,0,10.0
13600,0,118.0
13602,0,33.0
13603,0,80.0
13605,0,105.0
13608,0,12.0
13611,0,14.0
13612,0,118.0
13615,0,42.0
13617,0,21.0
13618,0,6.0
13619,0,36.0
13621,0,45.0
13624,0,79.0
13625,0,126.0
13626,0,1.0
13628,0,15.0
13629,0,9.0
13631,0,3.0
13634,0,11.0
13635,0,75.0
13636,0,77.0
13637,0,24.0
13638,0,8.0
13640,0,32.0
13641,0,2.0
13642,0,124.0
13644,0,60.0
13645,0,7.0
13646,0,5.0
13650,0,5.0
13651,0,126.0
13653,0,4.0
13655,0,17.0
13657,0,43.0
13660,0,40.0
13661,0,83.0
13663,0,8.0
13665,0,5.0
13666,0,8.0
13667,0,9.0
13668,0,27.0
13669,0,78.0
13670,0,66.0
13671,0,15.0
13672,0,3.0
13673,0,10.0
13674,0,6.0
13675,0,43.0
13676,0,8.0
13677,0,11.0
13679,0,3.0
13681,0,49.0
13682,0,71.0
13683,0,7.0
13684,0,54.0
13685,0,2.0
13686,0,76.0
13687,0,36.0
13688,0,110.0
13691,0,33.0
13692,0,4.0
13693,0,31.0
13694,0,39.0
13695,0,38.0
13696,0,2.0
13697,0,40.0
13698,0,27.0
13701,0,41.0
13702,0,16.0
13705,0,14.0
13706,0,21.0
13707,0,96.0
13709,0,10.0
13712,0,120.0
13713,0,84.0
13714,0,5.0
13715,0,14.0
13717,0,67.0
13718,0,125.0
13720,0,51.0
13721,0,26.0
13722,0,61.0
13723,0,44.0
13724,0,98.0
13725,0,30.0
13727,0,30.0
13728,0,90.0
13729,0,32.0
13730,0,15.0
13731,0,37.0
13732,0,114.0
13733,0,47.0
13735,0,41.0
13737,0,19.0
13738,0,8.0
13740,0,102.0
13741,0,23.0
13743,0,41.0
13744,0,1.0
13746,0,51.0
13747,0,25.0
13748,0,2.0
13749,0,31.0
13750,0,18.0
13751,0,16.0
13752,0,59.0
13753,0,38.0
13756,0,47.0
13758,0,60.0
13759,0,8.0
13760,0,49.0
13761,0,22.0
13762,0,36.0
13764,0,37.0
13765,0,52.0
13766,0,6.0
13769,0,57.0
13771,0,29.0
13774,0,59.0
13777,0,46.0
13778,0,44.0
13780,0,59.0
13781,0,33.0
13783,0,22.0
13785,0,107.0
13787,0,29.0
13788,0,1.0
13789,0,14.0
13790,0,106.0
13793,0,70.0
13794,0,9.0
13795,0,43.0
13796,0,10.0
13798,0,5.0
13799,0,79.0
13801,0,2.0
13804,0,44.0
13805,0,15.0
13807,0,44.0
13808,0,36.0
13810,0,84.0
13811,0,57.0
13812,0,100.0
13813,0,84.0
13814,0,3.0
13815,0,27.0
13816,0,48.0
13818,0,25.0
13820,0,20.0
13821,0,99.0
13822,0,60.0
13824,0,2.0
13825,0,76.0
13827,0,26.0
13832,0,3.0
13833,0,26.0
13834,0,18.0
13836,0,23.0
13837,0,116.0
13840,0,54.0
13842,0,21.0
13845,0,28.0
13846,0,115.0
13847,0,9.0
13848,0,30.0
13850,0,60.0
13851,0,6.0
13852,0,18.0
13858,0,1.0
13860,0,31.0
13861,0,6.0
13862,0,65.0
13863,0,11.0
13864,0,2.0
13865,0,6.0
13869,0,5.0
13870,0,15.0
13871,0,39.0
13872,0,21.0
13874,0,4.0
13876,0,80.0
13880,0,21.0
13881,0,19.0
13885,0,50.0
13886,0,14.0
13887,0,8.0
13888,0,50.0
13889,0,101.0
13890,0,3.0
13891,0,1.0
13892,0,10.0
13894,0,114.0
13895,0,124.0
13896,0,31.0
13897,0,118.0
13899,0,61.0
13900,0,117.0
13902,0,99.0
13903,0,1.0
13904,0,55.0
13905,0,124.0
13906,0,30.0
13907,0,19.0
13909,0,35.0
13910,0,87.0
13911,0,71.0
13913,0,18.0
13914,0,13.0
13915,0,29.0
13916,0,4.0
13917,0,14.0
13918,0,104.0
13922,0,70.0
13923,0,74.0
13924,0,6.0
13926,0,1.0
13927,0,7.0
13932,0,2.0
13933,0,10.0
13935,0,28.0
13936,0,48.0
13937,0,8.0
13938,0,44.0
13940,0,10.0
13941,0,106.0
13942,0,93.0
13944,0,8.0
13945,0,4.0
13946,0,1.0
13947,0,14.0
13948,0,60.0
13950,0,47.0
13952,0,12.0
13958,0,60.0
13959,0,21.0
13960,0,23.0
13961,0,113.0
13962,0,27.0
13963,0,48.0
13965,0,9.0
13967,0,71.0
13968,0,93.0
13969,0,33.0
13970,0,21.0
13972,0,4.0
13973,0,26.0
13974,0,27.0
13975,0,16.0
13978,0,105.0
13980,0,21.0
13984,0,9.0
13985,0,14.0
13987,0,42.0
13988,0,6.0
13989,0,55.0
13991,0,120.0
13992,0,85.0
13993,0,80.0
13994,0,11.0
13997,0,78.0
14000,0,23.0
14002,0,10.0
14003,0,15.0
14004,0,14.0
14005,0,19.0
