uid,variant_number,total_active_mins,gender
9496,0,18.0,female
9497,0,23.0,male
9498,0,16.0,male
9499,0,1.0,female
9500,0,1.0,unknown
9502,0,2.0,male
9503,0,97.0,male
9504,0,4.0,female
9505,0,17.0,unknown
9506,0,57.0,male
9507,0,138.0,male
9508,0,3.0,male
9509,0,13.0,male
9510,0,32.0,unknown
9511,0,38.0,male
9512,0,22.0,male
9513,0,45.0,female
9515,0,345.0,female
9516,0,404.0,male
9517,0,27.0,male
9518,0,272.0,male
9519,0,432.0,male
9520,0,91.0,male
9521,0,89.0,male
9522,0,12.0,female
9523,0,20.0,male
9524,0,5.0,female
9526,0,73.0,unknown
9527,0,91.0,male
9528,0,419.0,male
9529,0,73.0,male
9530,0,20.0,female
9531,0,29.0,female
9532,0,139.0,unknown
9533,0,7.0,male
9534,0,217.0,male
9535,0,537.0,female
9536,0,134.0,male
9537,0,8.0,female
9539,0,5.0,male
9541,0,107.0,male
9542,0,10.0,male
9543,0,6.0,female
9544,0,7994.0,male
9546,0,193.0,male
9547,0,12.0,unknown
9548,0,206.0,male
9549,0,34.0,male
9550,0,2.0,female
9551,0,127.0,female
9552,0,1366.0,male
9553,0,587.0,female
9554,0,15.0,female
9555,0,70.0,female
9556,0,74.0,female
9557,0,7.0,female
9558,0,19.0,male
9559,0,178.0,male
9560,0,45.0,female
9561,0,924.0,unknown
9562,0,582.0,female
9563,0,47.0,female
9564,0,157.0,male
9565,0,3.0,male
9566,0,43.0,male
9567,0,5.0,male
9568,0,721.0,male
9569,0,43.0,male
9570,0,16.0,female
9571,0,132.0,male
9572,0,68.0,male
9573,0,261.0,male
9574,0,49.0,male
9575,0,3839.0,male
9576,0,41.0,male
9577,0,117.0,male
9578,0,218.0,male
9579,0,28.0,unknown
9580,0,27.0,male
9581,0,61.0,unknown
9582,0,7202.0,male
9583,0,24.0,male
9584,0,143.0,male
9585,0,2.0,female
9586,0,57.0,male
9587,0,3554.0,female
9588,0,43.0,male
9589,0,38.0,male
9590,0,74.0,male
9591,0,1.0,male
9592,0,70.0,male
9593,0,409.0,unknown
9594,0,147.0,male
9595,0,68.0,male
9596,0,20.0,male
9597,0,134.0,female
9598,0,8.0,unknown
9599,0,8.0,female
9600,0,25.0,male
9601,0,41.0,male
9602,0,5854.0,male
9603,0,2148.0,male
9604,0,18.0,male
9605,0,22.0,male
9606,0,13.0,female
9607,0,10.0,male
9608,0,184.0,male
9609,0,236.0,male
9610,0,23.0,female
9611,0,413.0,unknown
9612,0,4.0,unknown
9613,0,475.0,female
9614,0,1191.0,female
9615,0,69.0,female
9616,0,8.0,male
9617,0,3379.0,male
9618,0,1.0,unknown
9619,0,1.0,male
9620,0,45.0,male
9621,0,28.0,female
9622,0,725.0,female
9623,0,37.0,male
9624,0,226.0,male
9625,0,54.0,male
9626,0,82.0,unknown
9627,0,1454.0,unknown
9628,0,909.0,male
9629,0,14.0,female
9630,0,1910.0,female
9631,0,10.0,unknown
9632,0,12.0,unknown
9633,0,24.0,unknown
9634,0,33.0,male
9635,0,6.0,female
9636,0,56.0,male
9637,0,727.0,male
9638,0,59.0,male
9639,0,38.0,male
9640,0,13.0,male
9641,0,273.0,male
9642,0,6.0,female
9643,0,220.0,male
9644,0,15.0,unknown
9645,0,12.0,male
9646,0,36.0,female
9647,0,259.0,male
9648,0,236.0,male
9650,0,30.0,male
9651,0,1.0,female
9652,0,7.0,unknown
9653,0,81.0,male
9654,0,20.0,male
9655,0,7.0,female
9656,0,44.0,male
9657,0,16.0,female
9658,0,156.0,male
9659,0,8.0,female
9660,0,243.0,female
9661,0,30.0,female
9663,0,80.0,male
9665,0,12.0,female
9666,0,44.0,male
9667,0,54.0,male
9668,0,8.0,male
9669,0,78.0,male
9670,0,75.0,male
9671,0,7582.0,male
9672,0,98.0,male
9673,0,67.0,female
9674,0,28.0,male
9675,0,47.0,male
9677,0,471.0,male
9678,0,1713.0,male
9679,0,73.0,male
9680,0,245.0,female
9681,0,61.0,unknown
9682,0,1.0,female
9683,0,4.0,male
9684,0,121.0,male
9685,0,464.0,unknown
9686,0,6.0,male
9687,0,150.0,male
9688,0,66.0,unknown
9689,0,8.0,male
9690,0,93.0,male
9691,0,43.0,female
9692,0,78.0,female
9693,0,703.0,male
9694,0,809.0,male
9695,0,81.0,female
9696,0,27.0,female
9697,0,19.0,unknown
9698,0,3.0,female
9700,0,62.0,male
9701,0,47.0,male
9702,0,61.0,female
9703,0,14.0,male
9705,0,133.0,male
9706,0,7.0,female
9707,0,130.0,male
9708,0,43.0,female
9709,0,64.0,male
9710,0,1135.0,male
9711,0,58.0,unknown
9712,0,30.0,male
9713,0,279.0,male
9714,0,39.0,male
9715,0,283.0,female
9716,0,1000.0,male
9717,0,1000.0,male
9718,0,122.0,male
9719,0,668.0,male
9720,0,1467.0,male
9721,0,32.0,female
9722,0,38.0,male
9723,0,65.0,male
9724,0,88.0,male
9725,0,28.0,unknown
9727,0,3.0,unknown
9728,0,97.0,unknown
9729,0,6.0,female
9730,0,165.0,male
9731,0,96.0,female
9732,0,1.0,male
9733,0,2.0,female
9734,0,95.0,female
9735,0,17.0,male
9736,0,281.0,male
9737,0,8.0,male
9738,0,15.0,male
9739,0,105.0,male
9740,0,23.0,male
9741,0,47.0,unknown
9742,0,11.0,female
9743,0,19.0,male
9744,0,864.0,female
9745,0,1208.0,female
9746,0,85.0,male
9747,0,3.0,male
9748,0,79.0,male
9750,0,100.0,female
9751,0,183.0,unknown
9752,0,21.0,male
9753,0,25.0,male
9754,0,38.0,male
9755,0,61.0,male
9756,0,39.0,male
9757,0,2.0,male
9758,0,6.0,female
9759,0,90.0,male
9760,0,116.0,male
9761,0,5360.0,female
9762,0,943.0,female
9763,0,5.0,female
9765,0,33.0,unknown
9766,0,9829.0,male
9767,0,9.0,male
9768,0,8.0,female
9769,0,1.0,female
9770,0,9.0,male
9771,0,387.0,male
9772,0,38.0,unknown
9773,0,16.0,female
9774,0,455.0,unknown
9775,0,66.0,female
9776,0,973.0,male
9777,0,484.0,female
9778,0,65.0,male
9779,0,14.0,unknown
9780,0,52.0,male
9781,0,1503.0,male
9782,0,1.0,male
9783,0,3688.0,male
9784,0,512.0,male
9785,0,1.0,male
9786,0,10.0,male
9787,0,9.0,unknown
9788,0,61.0,male
9789,0,13.0,female
9790,0,81.0,male
9791,0,1.0,male
9792,0,435.0,male
9793,0,12.0,male
9794,0,9.0,unknown
9795,0,36.0,male
9796,0,5633.0,male
9797,0,4.0,unknown
9799,0,949.0,unknown
9801,0,254.0,male
9802,0,16.0,male
9803,0,52.0,unknown
9804,0,164.0,male
9805,0,92.0,male
9806,0,1262.0,male
9807,0,3.0,male
9808,0,52.0,male
9809,0,8.0,male
9810,0,104.0,female
9811,0,22.0,female
9812,0,32.0,female
9813,0,36.0,female
9814,0,48.0,male
9815,0,56.0,female
9816,0,45.0,unknown
9817,0,60.0,female
9818,0,282.0,female
9819,0,30.0,male
9820,0,19.0,unknown
9821,0,191.0,male
9822,0,51.0,male
9823,0,56.0,female
9824,0,261.0,unknown
9825,0,87.0,male
9826,0,2616.0,male
9827,0,102.0,unknown
9828,0,219.0,unknown
9830,0,4756.0,female
9831,0,5836.0,male
9832,0,627.0,male
9834,0,853.0,female
9835,0,2733.0,male
9836,0,48.0,unknown
9837,0,9.0,male
9838,0,7.0,male
9839,0,6794.0,male
9841,0,42.0,male
9842,0,45.0,female
9843,0,17.0,male
9844,0,148.0,female
9846,0,5.0,male
9847,0,294.0,male
9848,0,63.0,female
9849,0,28.0,male
9850,0,46.0,unknown
9851,0,117.0,male
9852,0,321.0,male
9853,0,22.0,male
9854,0,1538.0,female
9855,0,1566.0,unknown
9856,0,348.0,male
9857,0,16.0,female
9858,0,103.0,female
9859,0,279.0,male
9860,0,6.0,male
9861,0,71.0,male
9862,0,1510.0,female
9863,0,274.0,female
9865,0,13.0,female
9866,0,190.0,unknown
9867,0,156.0,unknown
9868,0,4.0,female
9869,0,177.0,male
9870,0,7.0,male
9871,0,22.0,male
9872,0,8.0,male
9873,0,327193.0,male
9874,0,27.0,male
9875,0,22.0,male
9876,0,16.0,male
9877,0,3.0,female
9878,0,34.0,female
9879,0,39.0,female
9880,0,731.0,male
9881,0,36.0,female
9882,0,35.0,female
9883,0,29.0,unknown
9884,0,66.0,male
9885,0,43.0,female
9886,0,803.0,female
9887,0,6.0,female
9888,0,142.0,male
9889,0,5.0,unknown
9890,0,571.0,male
9891,0,16.0,male
9892,0,147.0,male
9894,0,1.0,female
9895,0,5.0,male
9896,0,4.0,male
9897,0,612.0,unknown
9898,0,612.0,female
9899,0,190.0,male
9900,0,283.0,male
9901,0,35.0,male
9902,0,57.0,unknown
9903,0,416.0,male
9904,0,20.0,female
9905,0,32.0,male
9906,0,187.0,female
9907,0,6.0,unknown
9908,0,13.0,female
9909,0,8.0,male
9910,0,92.0,male
9911,0,5.0,female
9912,0,47.0,male
9913,0,1020.0,male
9914,0,14.0,female
9915,0,66.0,female
9916,0,113.0,female
9917,0,59.0,male
9918,0,12.0,male
9919,0,22.0,male
9920,0,10.0,female
9921,0,7.0,unknown
9922,0,41.0,unknown
9923,0,3.0,male
9924,0,74.0,female
9925,0,110.0,male
9926,0,2389.0,unknown
9927,0,84.0,male
9928,0,13.0,female
9930,0,335.0,unknown
9931,0,116.0,female
9932,0,169.0,female
9933,0,121.0,male
9934,0,1148.0,unknown
9935,0,165.0,female
9936,0,3.0,male
9937,0,81.0,male
9938,0,7.0,male
9939,0,277.0,unknown
9940,0,45.0,unknown
9941,0,1.0,female
9942,0,365.0,female
9943,0,161.0,male
9944,0,54.0,female
9945,0,668.0,unknown
9946,0,27.0,female
9947,0,21.0,male
9948,0,44.0,unknown
9949,0,142.0,female
9951,0,2.0,male
9952,0,103.0,male
9953,0,139.0,male
9954,0,27.0,unknown
9955,0,283.0,male
9956,0,89.0,female
9957,0,20.0,male
9958,0,11.0,female
9959,0,156.0,male
9960,0,82.0,female
9961,0,29.0,unknown
9962,0,134.0,male
9964,0,1677.0,male
9965,0,5.0,female
9966,0,384.0,male
9967,0,214.0,male
9969,0,8.0,female
9970,0,34.0,female
9971,0,58.0,male
9972,0,56.0,male
9973,0,130.0,unknown
9974,0,19.0,unknown
9975,0,29.0,male
9976,0,410.0,unknown
9978,0,12.0,male
9979,0,33.0,male
9980,0,12.0,male
9981,0,194.0,female
9982,0,115.0,male
9983,0,51.0,female
9984,0,113.0,male
9985,0,4.0,male
9986,0,7.0,female
9987,0,3.0,unknown
9989,0,324.0,male
9990,0,11.0,female
9991,0,537.0,male
9992,0,27.0,female
9993,0,9.0,unknown
9995,0,13.0,unknown
9996,0,38.0,female
9997,0,125.0,male
9999,0,99.0,male
10000,0,59.0,female
10001,0,390.0,male
10002,0,5.0,female
10003,0,35.0,unknown
10004,0,75.0,unknown
10005,0,29.0,male
10007,0,186.0,female
10008,0,65.0,unknown
10009,0,25.0,male
10010,0,51.0,female
10011,0,5.0,male
10012,0,111.0,male
10013,0,5.0,female
10014,0,1084.0,female
10015,0,37.0,female
10016,0,1142.0,female
10018,0,524.0,male
10020,0,19.0,female
10021,0,14.0,male
10022,0,169.0,male
10023,0,40.0,male
10024,0,162.0,male
10025,0,34.0,female
10026,0,13.0,unknown
10028,0,34.0,male
10029,0,23.0,female
10031,0,81.0,male
10032,0,3297.0,female
10033,0,106.0,male
10034,0,23.0,male
10035,0,345.0,male
10036,0,16.0,male
10037,0,402.0,male
10038,0,183.0,female
10039,0,13.0,female
10040,0,26.0,female
10041,0,35.0,unknown
10042,0,128.0,female
10044,0,46.0,male
10045,0,19.0,female
10046,0,13.0,unknown
10047,0,30.0,male
10049,0,36.0,female
10050,0,49.0,unknown
10051,0,275.0,female
10052,0,51.0,male
10053,0,496.0,male
10054,0,88.0,unknown
10055,0,62.0,male
10056,0,29.0,male
10057,0,75.0,male
10058,0,78.0,female
10059,0,948.0,male
10060,0,485.0,female
10061,0,15.0,male
10062,0,22.0,male
10063,0,49.0,female
10064,0,65.0,male
10065,0,1838.0,male
10066,0,41.0,female
10067,0,9.0,male
10068,0,5.0,female
10069,0,501.0,male
10070,0,34.0,male
10071,0,14.0,female
10072,0,11.0,female
10073,0,59.0,male
10074,0,67.0,male
10075,0,3925.0,male
10076,0,287.0,male
10077,0,3.0,female
10078,0,14.0,male
10079,0,38.0,unknown
10080,0,21.0,male
10081,0,9.0,female
10082,0,4.0,unknown
10083,0,107.0,male
10084,0,17.0,female
10085,0,65.0,female
10086,0,45.0,unknown
10087,0,67.0,male
10088,0,318.0,male
10089,0,13.0,male
10090,0,219.0,male
10091,0,54.0,male
10092,0,5.0,unknown
10093,0,11.0,female
10094,0,39.0,female
10095,0,18.0,male
10096,0,3.0,male
10097,0,862.0,unknown
10098,0,75.0,male
10099,0,6799.0,male
10100,0,9.0,female
10101,0,1360.0,male
10102,0,853.0,male
10103,0,15.0,female
10104,0,3.0,female
10105,0,4035.0,male
10106,0,36.0,male
10107,0,59.0,female
10108,0,4.0,unknown
10109,0,1375.0,male
10110,0,10.0,unknown
10111,0,337.0,male
10112,0,53.0,unknown
10113,0,11.0,male
10114,0,70.0,male
10115,0,751.0,male
10116,0,29.0,male
10117,0,2355.0,male
10119,0,68.0,male
10120,0,3736.0,male
10121,0,1564.0,male
10122,0,13.0,male
10123,0,225.0,unknown
10124,0,5.0,male
10125,0,8.0,male
10126,0,3.0,male
10127,0,2327.0,male
10128,0,17.0,unknown
10129,0,25.0,male
10130,0,51.0,male
10131,0,83.0,male
10132,0,610.0,female
10133,0,26.0,female
10134,0,364.0,male
10135,0,22.0,unknown
10136,0,36.0,male
10137,0,172.0,male
10138,0,209.0,male
10139,0,178.0,male
10141,0,7.0,unknown
10142,0,54.0,unknown
10143,0,13.0,female
10144,0,54.0,female
10145,0,8.0,male
10146,0,20.0,male
10147,0,8.0,male
10148,0,12.0,female
10149,0,1532.0,unknown
10150,0,46.0,male
10151,0,1.0,male
10152,0,2739.0,male
10153,0,38.0,unknown
10154,0,228.0,unknown
10155,0,14.0,male
10156,0,65.0,male
10157,0,60.0,male
10159,0,4842.0,male
10160,0,248.0,male
10161,0,141.0,female
10162,0,57.0,unknown
10164,0,5.0,male
10165,0,53.0,male
10166,0,11.0,male
10168,0,10.0,male
10169,0,2.0,female
10170,0,2244.0,unknown
10171,0,6.0,female
10172,0,72.0,male
10173,0,1390.0,male
10174,0,44.0,female
10175,0,14.0,unknown
10176,0,22.0,female
10177,0,17.0,male
10178,0,4.0,male
10179,0,68.0,male
10180,0,74.0,unknown
10181,0,48.0,unknown
10182,0,9.0,male
10183,0,607.0,unknown
10184,0,144.0,unknown
10185,0,585.0,male
10186,0,223.0,female
10187,0,21.0,male
10188,0,1814.0,male
10189,0,1074.0,unknown
10190,0,21.0,male
10191,0,1098.0,male
10192,0,53.0,unknown
10193,0,81.0,male
10194,0,230.0,female
10195,0,11.0,male
10196,0,17.0,female
10197,0,59.0,male
10198,0,50.0,male
10199,0,2653.0,female
10200,0,6.0,male
10201,0,81.0,male
10202,0,8.0,male
10203,0,7.0,unknown
10204,0,128.0,female
10205,0,62.0,female
10206,0,38.0,male
10207,0,291.0,male
10208,0,51.0,unknown
10209,0,44.0,unknown
10210,0,3.0,female
10211,0,14.0,male
10212,0,40.0,male
10213,0,2101.0,female
10214,0,48.0,male
10215,0,6.0,male
10216,0,5.0,female
10217,0,67.0,female
10218,0,295.0,male
10219,0,25.0,male
10221,0,26.0,male
10222,0,18.0,female
10223,0,9.0,female
10224,0,62.0,female
10225,0,53.0,male
10226,0,46.0,female
10227,0,4.0,unknown
10228,0,29.0,unknown
10229,0,199.0,female
10230,0,28.0,male
10231,0,62.0,female
10232,0,150.0,female
10233,0,23.0,female
10234,0,30.0,male
10235,0,793.0,unknown
10236,0,9.0,female
10239,0,59.0,male
10240,0,129.0,female
10241,0,7.0,male
10242,0,11.0,unknown
10243,0,2.0,unknown
10244,0,244.0,male
10245,0,20.0,unknown
10246,0,190.0,male
10247,0,51.0,male
10248,0,52.0,unknown
10249,0,1.0,female
10250,0,128.0,male
10251,0,8.0,male
10252,0,180.0,male
10253,0,64.0,male
10254,0,38.0,female
10255,0,19.0,male
10256,0,2.0,male
10257,0,18.0,male
10258,0,23.0,female
10259,0,174.0,female
10260,0,3.0,male
10261,0,72.0,male
10262,0,10.0,male
10264,0,4.0,male
10265,0,5.0,unknown
10266,0,43.0,unknown
10267,0,45.0,female
10268,0,94.0,male
10269,0,14.0,unknown
10270,0,88.0,male
10271,0,34.0,male
10272,0,1.0,female
10273,0,745.0,male
10274,0,8.0,female
10275,0,449.0,male
10276,0,933.0,male
10277,0,33.0,male
10278,0,91.0,female
10279,0,253.0,female
10280,0,2.0,male
10281,0,51.0,female
10282,0,27.0,male
10283,0,283.0,male
10284,0,80.0,male
10285,0,33.0,male
10286,0,21.0,female
10287,0,22.0,female
10288,0,27.0,unknown
10289,0,202.0,male
10290,0,19.0,male
10291,0,201.0,female
10292,0,1156.0,male
10293,0,3535.0,male
10294,0,30.0,female
10295,0,8.0,male
10296,0,447.0,unknown
10297,0,21.0,male
10298,0,960.0,male
10300,0,126.0,male
10301,0,12.0,male
10302,0,23.0,female
10303,0,1127.0,male
10304,0,2.0,unknown
10305,0,1833.0,male
10306,0,30.0,female
10309,0,3.0,female
10310,0,113.0,male
10311,0,287.0,female
10312,0,51.0,male
10314,0,16.0,male
10315,0,27.0,unknown
10316,0,256.0,female
10317,0,1435.0,male
10318,0,156.0,male
10319,0,23.0,female
10320,0,9786.0,female
10321,0,133.0,male
10322,0,18.0,male
10323,0,43.0,male
10324,0,16.0,female
10325,0,22.0,female
10326,0,6136.0,male
10327,0,718.0,female
10329,0,44.0,female
10330,0,44.0,female
10331,0,4.0,male
10332,0,145.0,male
10333,0,436.0,male
10334,0,11.0,female
10335,0,5.0,unknown
10336,0,9.0,unknown
10337,0,36.0,male
10338,0,48.0,male
10339,0,457.0,unknown
10340,0,60.0,unknown
10341,0,23.0,male
10342,0,50.0,female
10343,0,16.0,male
10344,0,217.0,male
10345,0,28.0,female
10346,0,60.0,male
10347,0,30.0,male
10348,0,40.0,unknown
10349,0,117.0,male
10350,0,25.0,male
10351,0,5.0,unknown
10352,0,8.0,male
10353,0,12.0,male
10354,0,56.0,unknown
10355,0,205.0,male
10357,0,272.0,unknown
10358,0,32.0,male
10359,0,1.0,male
10360,0,110.0,male
10361,0,14.0,male
10362,0,22.0,unknown
10363,0,21.0,male
10364,0,381.0,male
10365,0,19.0,male
10366,0,12.0,unknown
10367,0,161.0,male
10368,0,140.0,male
10370,0,1.0,unknown
10371,0,319.0,male
10372,0,38.0,male
10373,0,34.0,male
10375,0,170.0,female
10376,0,33.0,male
10377,0,2260.0,unknown
10378,0,42.0,female
10379,0,52.0,female
10380,0,50.0,male
10381,0,7.0,unknown
10382,0,114.0,male
10383,0,138.0,male
10384,0,3.0,female
10385,0,213.0,male
10386,0,236.0,female
10387,0,24.0,unknown
10388,0,338.0,male
10389,0,31.0,female
10390,0,35.0,male
10391,0,25.0,female
10392,0,1.0,male
10393,0,12.0,male
10394,0,48.0,unknown
10395,0,1495.0,male
10396,0,47.0,female
10397,0,82.0,male
10398,0,1404.0,female
10399,0,248.0,male
10400,0,77.0,male
10402,0,105.0,female
10403,0,245.0,male
10404,0,103.0,male
10405,0,73.0,male
10406,0,401.0,male
10407,0,115.0,male
10408,0,1.0,male
10409,0,99.0,male
10410,0,3.0,female
10411,0,10.0,female
10412,0,24.0,unknown
10413,0,6.0,female
10414,0,1.0,male
10415,0,17.0,female
10416,0,929.0,male
10417,0,18.0,male
10418,0,14.0,female
10419,0,117.0,male
10420,0,96.0,male
10421,0,11.0,unknown
10422,0,17.0,female
10423,0,21.0,male
10424,0,314.0,male
10425,0,13.0,male
10426,0,27.0,male
10427,0,707.0,unknown
10429,0,76.0,female
10430,0,977.0,male
10431,0,35.0,male
10432,0,295.0,male
10433,0,40.0,male
10434,0,79.0,male
10435,0,68.0,unknown
10437,0,62.0,female
10438,0,88.0,male
10439,0,2.0,female
10440,0,40.0,male
10441,0,32.0,male
10442,0,98.0,female
10443,0,4.0,male
10444,0,49.0,female
10445,0,181.0,male
10446,0,15.0,male
10447,0,190.0,male
10448,0,6.0,male
10450,0,618.0,female
10451,0,47.0,female
10453,0,7175.0,female
10454,0,12.0,female
10455,0,61.0,female
10456,0,22.0,female
10457,0,94.0,female
10458,0,57.0,female
10459,0,103.0,unknown
10460,0,52.0,male
10461,0,223.0,male
10463,0,40.0,male
10464,0,10.0,female
10465,0,45.0,female
10466,0,98.0,male
10467,0,655.0,female
10468,0,105.0,female
10469,0,30.0,male
10470,0,185.0,male
10472,0,126.0,male
10473,0,92.0,male
10474,0,24.0,male
10475,0,47.0,male
10476,0,10138.0,female
10478,0,31.0,male
10479,0,1044.0,female
10480,0,41.0,male
10481,0,7.0,female
10482,0,302.0,female
10484,0,272.0,male
10485,0,120.0,male
10486,0,115.0,male
10487,0,44.0,male
10488,0,43.0,female
10489,0,30.0,male
10491,0,8.0,unknown
10492,0,10.0,female
10493,0,91.0,male
10494,0,2.0,male
10499,0,17.0,male
10500,0,81.0,male
10501,0,248.0,female
10502,0,64.0,female
10503,0,123.0,male
10504,0,137.0,female
10505,0,241.0,male
10506,0,18.0,unknown
10507,0,412.0,female
10508,0,44.0,female
10509,0,646.0,male
10510,0,2.0,female
10511,0,287.0,male
10512,0,119.0,female
10513,0,13.0,female
10514,0,806.0,unknown
10515,0,3.0,unknown
10516,0,147.0,male
10517,0,2288.0,female
10518,0,123.0,male
10519,0,25.0,female
10520,0,1.0,male
10521,0,144.0,male
10522,0,5.0,male
10524,0,7.0,male
10525,0,994.0,female
10526,0,228.0,unknown
10527,0,2.0,unknown
10528,0,11.0,female
10529,0,219.0,female
10530,0,34.0,male
10531,0,32.0,unknown
10532,0,510.0,female
10533,0,97.0,male
10534,0,49.0,unknown
10535,0,4.0,female
10536,0,205.0,male
10537,0,66.0,female
10538,0,15.0,male
10539,0,61.0,male
10540,0,2.0,female
10541,0,13.0,male
10542,0,1.0,male
10543,0,7.0,male
10544,0,41.0,male
10545,0,229.0,male
10546,0,19.0,female
10548,0,224.0,male
10549,0,37.0,unknown
10550,0,37.0,male
10551,0,8.0,male
10552,0,30.0,unknown
10553,0,48.0,male
10554,0,72.0,female
10555,0,145.0,female
10556,0,6.0,male
10557,0,49.0,female
10558,0,190.0,male
10559,0,134.0,female
10560,0,87.0,female
10561,0,17.0,male
10562,0,184.0,female
10563,0,9517.0,male
10564,0,277.0,male
10565,0,188.0,female
10566,0,46.0,female
10567,0,76.0,male
10568,0,121.0,male
10570,0,36.0,female
10571,0,45.0,male
10572,0,4114.0,male
10573,0,122.0,male
10574,0,1027.0,male
10575,0,59.0,male
10576,0,28.0,male
10577,0,48.0,male
10578,0,2342.0,male
10579,0,41.0,male
10580,0,162.0,male
10581,0,31.0,female
10582,0,50.0,male
10583,0,2555.0,male
10585,0,11.0,male
10586,0,13.0,unknown
10587,0,53.0,male
10588,0,1086.0,male
10589,0,205.0,male
10590,0,111.0,male
10591,0,28.0,female
10592,0,1082.0,male
10593,0,75.0,female
10594,0,29.0,female
10595,0,30.0,male
10596,0,55.0,female
10597,0,2.0,male
10598,0,2.0,unknown
10599,0,182.0,unknown
10600,0,390.0,male
10601,0,23.0,female
10602,0,26.0,male
10603,0,132.0,male
10604,0,116.0,male
10605,0,242.0,male
10606,0,12.0,male
10607,0,154.0,male
10608,0,32.0,female
10609,0,4.0,unknown
10610,0,24.0,female
10611,0,129.0,male
10612,0,28.0,female
10613,0,32.0,male
10614,0,25.0,male
10615,0,9.0,unknown
10616,0,3.0,male
10617,0,54.0,female
10618,0,32.0,male
10619,0,85.0,male
10620,0,68.0,female
10621,0,3025.0,male
10622,0,193.0,male
10623,0,176.0,unknown
10624,0,173.0,male
10625,0,1.0,male
10626,0,5.0,male
10627,0,319.0,female
10628,0,134.0,male
10629,0,37.0,unknown
10630,0,11.0,male
10631,0,35.0,male
10632,0,201.0,female
10633,0,35.0,male
10634,0,26.0,unknown
10635,0,68.0,male
10636,0,258.0,unknown
10637,0,262.0,female
10638,0,18.0,male
10639,0,27.0,male
10640,0,15.0,female
10641,0,25.0,male
10642,0,24.0,male
10643,0,4.0,male
10644,0,35.0,male
10645,0,362.0,male
10646,0,13.0,unknown
10647,0,34.0,male
10648,0,893.0,unknown
10649,0,329.0,female
10650,0,34.0,unknown
10651,0,255.0,male
10652,0,1.0,female
10653,0,1223.0,female
10654,0,544.0,female
10655,0,28.0,male
10656,0,52.0,female
10658,0,401.0,male
10659,0,18.0,female
10660,0,1058.0,female
10661,0,42.0,male
10662,0,363.0,female
10663,0,9.0,unknown
10664,0,17.0,female
10665,0,33.0,male
10666,0,3436.0,male
10667,0,540.0,male
10668,0,270.0,male
10669,0,89.0,male
10670,0,40.0,male
10671,0,118.0,male
10672,0,23.0,male
10673,0,211.0,male
10674,0,82.0,male
10675,0,10.0,male
10676,0,20.0,unknown
10677,0,55.0,male
10678,0,4.0,male
10679,0,20.0,female
10680,0,404.0,male
10681,0,2301.0,male
10682,0,719.0,male
10683,0,27.0,male
10684,0,1.0,male
10685,0,2118.0,female
10686,0,12.0,male
10687,0,9.0,unknown
10688,0,519.0,male
10689,0,49.0,male
10690,0,902.0,male
10691,0,263.0,unknown
10692,0,310.0,female
10693,0,10.0,female
10694,0,31.0,male
10695,0,83.0,male
10696,0,403.0,male
10697,0,10.0,unknown
10698,0,101.0,female
10699,0,2.0,male
10700,0,2314.0,male
10702,0,58.0,male
10703,0,22.0,male
10704,0,88.0,male
10705,0,7.0,female
10706,0,311.0,male
10707,0,2503.0,unknown
10708,0,14.0,female
10709,0,26.0,male
10710,0,53.0,female
10711,0,38.0,unknown
10712,0,10.0,unknown
10713,0,257.0,unknown
10714,0,88.0,male
10715,0,22.0,female
10716,0,2.0,unknown
10717,0,495.0,male
10718,0,1.0,male
10719,0,129.0,male
10720,0,39.0,male
10721,0,34.0,male
10722,0,21.0,male
10723,0,200.0,male
10724,0,118.0,unknown
10725,0,1.0,unknown
10726,0,3667.0,female
10727,0,1098.0,male
10728,0,22.0,male
10729,0,13.0,female
10730,0,62.0,unknown
10731,0,83.0,female
10732,0,1445.0,unknown
10733,0,42.0,unknown
10734,0,7.0,unknown
10735,0,751.0,male
10736,0,46.0,male
10737,0,407.0,male
10738,0,6.0,male
10739,0,47.0,male
10740,0,35.0,male
10741,0,40.0,male
10742,0,34.0,unknown
10743,0,10.0,male
10744,0,2.0,male
10745,0,4.0,male
10746,0,36.0,male
10747,0,22.0,male
10748,0,54.0,male
10749,0,3.0,male
10750,0,1539.0,male
10751,0,125.0,male
10752,0,26.0,female
10753,0,191.0,male
10754,0,73.0,unknown
10755,0,100.0,male
10756,0,27.0,male
10758,0,114.0,male
10759,0,46.0,male
10760,0,610.0,male
10761,0,4.0,female
10762,0,2.0,female
10763,0,22.0,female
10764,0,14.0,unknown
10765,0,93.0,male
10767,0,2875.0,male
10768,0,27.0,male
10769,0,1626.0,female
10770,0,3.0,female
10771,0,359.0,male
10772,0,3.0,female
10773,0,10.0,unknown
10774,0,26.0,male
10775,0,233.0,female
10776,0,264.0,female
10777,0,1319.0,female
10778,0,78.0,unknown
10779,0,5692.0,male
10780,0,154.0,unknown
10781,0,421.0,male
10782,0,179.0,female
10783,0,18.0,unknown
10784,0,34.0,female
10785,0,58.0,male
10786,0,99.0,male
10787,0,30.0,female
10788,0,44.0,unknown
10789,0,47.0,female
10790,0,1367.0,male
10791,0,8.0,male
10792,0,117.0,male
10793,0,2359.0,female
10794,0,29.0,male
10795,0,78.0,male
10796,0,284.0,male
10797,0,93.0,male
10798,0,61.0,male
10799,0,43.0,female
